,Word,count,anger,sad,anx,posemo,negemo,tone,total_counts,main_emotion,emotion,negative_emotion
0,movement,1371,2.125623632385125,0.5358351568198397,0.41938730853391676,2.877199124726482,4.344529540481418,30.278402625820434,2742,anger,negemo,anger
1,sexual,790,4.538291139240518,0.34940506329113913,0.38798734177215205,2.33727848101266,7.22965822784812,14.036924050632948,1580,anger,negemo,anger
2,men,776,2.628917525773201,0.4365077319587627,0.5108762886597936,2.724355670103094,4.806262886597946,27.759432989690776,1552,anger,negemo,anger
3,say,727,2.1983906464924377,0.45250343878954613,0.40145804676753777,2.969105914718023,4.102352132049524,32.21693259972497,1454,anger,negemo,anger
4,get,713,2.0987798036465644,0.4339270687237024,0.38064516129032255,2.7198176718092606,4.06467040673212,29.854712482468514,1426,anger,negemo,anger
5,like,709,2.1680677009873084,0.47430183356840583,0.504894217207334,2.9416078984485226,4.321960507757414,29.776784203103066,1418,anger,negemo,anger
6,go,634,2.216167192429023,0.47484227129337503,0.38523659305993674,2.427082018927447,4.189479495268145,25.717444794952765,1268,anger,negemo,anger
7,rape,624,6.7829166666666785,0.35783653846153834,0.4640064102564102,2.0488301282051307,9.266602564102575,7.079038461538461,1248,anger,negemo,anger
8,know,611,2.2373322422258606,0.4426186579378068,0.43567921440261864,2.9115711947626886,4.314533551554832,32.169034369885495,1222,anger,negemo,anger
9,people,565,2.4515752212389406,0.615451327433628,0.49681415929203515,2.940212389380534,5.027292035398241,26.664318584070866,1130,anger,negemo,anger
10,time,555,2.0076936936936955,0.5645045045045044,0.45837837837837825,2.3277477477477477,4.091387387387392,26.86594594594602,1110,anger,negemo,anger
11,one,551,2.3567876588021788,0.4130490018148819,0.45876588021778597,2.582776769509986,4.554301270417428,27.263829401089023,1102,anger,negemo,anger
12,make,548,2.0264598540145986,0.46718978102189757,0.37890510948905104,3.1909854014598555,4.411222627737226,30.933594890511024,1096,anger,negemo,anger
13,think,514,1.9077237354085608,0.4621595330739298,0.4732101167315174,2.8547276264591464,4.108404669260704,31.4990466926071,1028,anger,negemo,anger
14,would,513,1.7064132553606235,0.33750487329434686,0.4915984405458088,2.936081871345032,3.6436257309941555,34.00290448343089,1026,anger,negemo,anger
15,woman,510,2.523745098039216,0.4911176470588233,0.47370588235294125,2.518725490196082,4.661372549019616,26.294784313725565,1020,anger,negemo,anger
16,need,450,1.7931555555555554,0.38171111111111106,0.4269333333333333,2.698577777777778,3.621733333333339,30.37346666666675,900,anger,negemo,anger
17,abuse,441,5.879229024943319,0.6024716553287977,0.5943537414965983,2.728956916099775,8.748231292517023,11.98027210884355,882,anger,negemo,anger
18,assault,440,5.851886363636376,0.3538636363636363,0.5102954545454543,2.3070909090909084,8.613545454545461,9.173090909090904,880,anger,negemo,anger
19,take,440,1.779613636363638,0.35368181818181826,0.4787272727272725,2.9792045454545466,4.024840909090911,31.20013636363647,880,anger,negemo,anger
20,e,425,2.0185411764705896,0.42712941176470576,0.44912941176470567,2.7095058823529454,4.173694117647062,30.02023529411771,850,anger,negemo,anger
21,tell,405,2.2181728395061726,0.369901234567901,0.5088148148148147,2.4730370370370385,4.120000000000001,29.20377777777787,810,anger,negemo,anger
22,believe,401,1.851571072319202,0.5230423940149623,0.45201995012468804,2.69067331670823,3.9195511221945156,28.37057356608488,802,anger,negemo,anger
23,many,397,2.4780100755667513,0.5920151133501259,0.6188664987405543,2.8196725440806034,5.1223173803526425,25.779471032745676,794,anger,negemo,anger
24,ford,385,1.675974025974026,0.43953246753246755,0.5115584415584414,3.3438181818181802,3.656493506493507,36.382987012987094,770,anger,negemo,anger
25,man,385,2.8026753246753264,0.5358701298701296,0.5560519480519479,2.5401298701298707,5.094857142857146,24.661948051948094,770,anger,negemo,anger
26,see,370,1.9374324324324321,0.40391891891891896,0.4344324324324323,2.631054054054056,4.01016216216216,29.313486486486553,740,anger,negemo,anger
27,never,344,2.540290697674419,0.5090988372093022,0.45165697674418587,2.5409302325581398,4.82994186046512,24.274331395348913,688,anger,negemo,anger
28,u,341,2.4043401759530783,0.5164516129032259,0.5952199413489735,3.1541642228739013,4.588973607038124,30.874076246334393,682,anger,negemo,anger
29,trump,336,2.909345238095238,0.3418154761904762,0.370952380952381,2.359791666666666,4.731517857142857,25.112559523809587,672,anger,negemo,anger
30,want,335,1.9471044776119395,0.4112835820895522,0.4305373134328358,2.4757014925373126,3.8451641791044806,28.824746268656774,670,anger,negemo,anger
31,even,332,2.2688855421686753,0.4346987951807228,0.4196686746987952,2.879819277108434,4.447228915662652,28.461867469879547,664,anger,negemo,anger
32,right,303,1.947029702970296,0.306072607260726,0.48788778877887784,2.8189768976897693,4.036369636963697,30.77792079207928,606,anger,negemo,anger
33,victim,287,3.318745644599302,0.35456445993031355,0.5918815331010452,2.282926829268292,9.449268292682929,7.648153310104529,574,anger,negemo,anger
34,still,286,2.3012237762237753,0.4938111888111887,0.5116083916083914,2.499895104895103,4.5501398601398595,26.527482517482575,572,anger,negemo,anger
35,way,286,1.8017832167832162,0.45702797202797196,0.6129720279720279,2.716328671328671,4.156293706293708,30.74863636363642,572,anger,negemo,anger
36,good,274,1.8416788321167878,0.3526277372262774,0.322043795620438,6.478357664233579,3.8275547445255476,56.01251824817526,548,posemo,posemo,anger
37,support,271,2.122767527675277,0.4416974169741697,0.35612546125461264,7.412214022140223,4.140073800738013,61.316125461254686,542,posemo,posemo,anger
38,well,268,2.1764925373134334,0.40324626865671637,0.4307462686567164,7.082052238805973,4.146044776119403,57.28552238805979,536,posemo,posemo,anger
39,thank,267,0.9321722846441944,0.43247191011235947,0.20059925093632963,11.48157303370788,2.009925093632958,80.39052434456931,534,posemo,posemo,anger
40,every,263,3.005513307984791,0.4322433460076046,0.805893536121673,2.473117870722433,5.472813688212932,23.126768060836525,526,anger,negemo,anger
41,stand,262,1.3267938931297705,0.38854961832061075,0.47820610687022896,3.419160305343509,3.271259541984732,38.390114503816875,524,posemo,posemo,anger
42,speak,253,1.7977075098814224,0.35462450592885375,0.5115415019762845,3.4339130434782583,3.490513833992093,37.30233201581034,506,anger,negemo,anger
43,try,246,2.2209756097560973,0.30715447154471553,0.45821138211382106,2.749674796747969,4.28361788617886,29.051382113821195,492,anger,negemo,anger
44,harassment,241,5.816556016597509,0.29020746887966803,0.6473858921161824,2.4418672199170115,7.725560165975099,13.107842323651456,482,anger,negemo,anger
45,day,241,2.194647302904564,0.769875518672199,0.6528215767634853,2.536639004149378,4.717178423236517,25.540746887966833,482,anger,negemo,anger
46,also,237,2.4928691983122353,0.42759493670886084,0.3849789029535865,3.024810126582278,4.625358649789031,31.338438818565447,474,anger,negemo,anger
47,stop,236,3.210423728813557,0.47423728813559324,0.5988983050847457,2.650974576271186,5.814322033898305,21.45076271186443,472,anger,negemo,anger
48,story,233,1.527081545064377,0.49605150214592275,0.5354077253218884,3.4709871244635204,3.6671244635193143,35.037854077253286,466,anger,negemo,anger
49,forward,229,1.865371179039301,0.24275109170305678,0.46951965065502177,2.943187772925764,4.006550218340611,33.74580786026206,458,anger,negemo,anger
50,today,228,1.7914473684210523,0.3575438596491228,0.5816228070175439,4.023947368421054,3.5614035087719285,42.05837719298253,456,posemo,posemo,anger
51,give,226,2.0365486725663717,0.5046460176991151,0.5138495575221238,4.264823008849557,3.939557522123892,42.50380530973456,452,posemo,posemo,anger
52,back,225,2.3459999999999996,0.5629333333333334,0.7083555555555555,2.4387999999999987,4.405377777777778,25.95813333333337,450,anger,negemo,anger
53,sexually,225,5.374977777777779,0.29262222222222223,0.4478666666666666,1.9644444444444442,7.14657777777778,9.447288888888886,450,anger,negemo,anger
54,really,222,2.483558558558558,0.5364864864864863,0.422972972972973,3.1613513513513505,4.778783783783786,32.25045045045049,444,anger,negemo,anger
55,work,219,2.2221917808219165,0.4137442922374429,0.4841095890410959,2.4493150684931497,4.161643835616439,26.561050228310542,438,anger,negemo,anger
56,let,218,1.9723394495412843,0.4268348623853211,0.5245412844036696,2.8811009174311923,3.870917431192658,32.02614678899087,436,anger,negemo,anger
57,old,207,2.365217391304348,0.3683574879227054,0.46521739130434775,1.9901932367149755,4.121642512077296,22.185458937198074,414,anger,negemo,anger
58,feel,205,1.8904878048780482,0.8473170731707315,0.46097560975609747,3.2240487804878057,4.563609756097563,33.72043902439027,410,anger,negemo,anger
59,life,204,2.550539215686274,1.071519607843137,0.838235294117647,2.703480392156863,5.88843137254902,21.69205882352942,408,anger,negemo,anger
60,someone,204,2.354754901960784,0.5830882352941176,0.5858333333333333,2.6168137254901964,4.818333333333332,25.12117647058826,408,anger,negemo,anger
61,accuse,200,3.0488500000000003,0.34855000000000014,0.6529,2.2785999999999995,5.26215,19.675950000000004,400,anger,negemo,anger
62,use,198,2.3779292929292914,0.39712121212121226,0.5323232323232323,2.517020202020202,4.512676767676767,24.433232323232353,396,anger,negemo,anger
63,nothing,197,2.179746192893401,0.5001015228426396,0.3895939086294416,2.766497461928934,4.788375634517765,27.994263959390903,394,anger,negemo,anger
64,could,195,2.376974358974359,0.5122564102564101,0.49569230769230765,2.47553846153846,4.6216410256410265,27.330666666666687,390,anger,negemo,anger
65,talk,194,2.0952577319587626,0.5496907216494845,0.33376288659793824,2.5071649484536063,4.336958762886597,26.95845360824744,388,anger,negemo,anger
66,thing,194,1.9515979381443296,0.5226288659793815,0.4496391752577319,2.7825773195876304,3.9909793814432972,30.81355670103096,388,anger,negemo,anger
67,anyone,194,2.6017525773195875,0.6390721649484535,0.6440721649484534,2.4594329896907214,5.115103092783506,23.729381443298983,388,anger,negemo,anger
68,call,193,2.443419689119171,0.5882901554404146,0.41968911917098445,2.482176165803108,4.856943005181345,26.425647668393793,386,anger,negemo,anger
69,much,189,2.0183068783068787,0.39005291005291004,0.5767195767195767,3.6024867724867713,3.9969841269841253,38.540264550264574,378,anger,negemo,anger
70,vote,188,1.8676063829787228,0.3490425531914894,0.3200531914893618,2.9178723404255305,3.467765957446807,35.463191489361755,376,anger,negemo,anger
71,must,187,2.318609625668449,0.3731016042780749,0.36080213903743313,2.594438502673797,4.633475935828878,29.450962566844954,374,anger,negemo,anger
72,please,185,1.7378378378378379,0.5183243243243243,0.4784324324324324,7.206108108108109,4.01962162162162,58.7391351351352,370,posemo,posemo,anger
73,ever,174,2.5528160919540217,0.48390804597701154,0.4689080459770115,3.001149425287356,4.728563218390803,28.703160919540238,348,anger,negemo,anger
74,look,172,1.952441860465116,0.24029069767441863,0.5203488372093024,2.571918604651162,3.875290697674419,30.44279069767444,344,anger,negemo,anger
75,sex,170,2.343882352941177,0.37676470588235295,0.4034117647058824,2.4351764705882353,4.3549999999999995,26.506117647058833,340,anger,negemo,anger
76,remember,167,1.782934131736527,0.4576047904191617,0.5439520958083832,2.2280838323353294,3.9040718562874224,24.869461077844317,334,anger,negemo,anger
77,bad,166,2.4349397590361437,0.6615662650602409,0.4126506024096386,2.580783132530121,8.235240963855425,11.853915662650596,332,anger,negemo,anger
78,truth,165,1.571575757575757,0.5409696969696969,0.6339999999999998,7.399212121212123,3.4944848484848468,62.27066666666674,330,posemo,posemo,anger
79,wrong,165,1.814969696969697,0.6770303030303031,0.622060606060606,2.445393939393939,7.759515151515151,8.356181818181819,330,anger,negemo,anger
80,white,164,2.3111585365853657,0.2151219512195122,0.3735975609756098,2.2918292682926817,3.843536585365853,28.800609756097586,328,anger,negemo,anger
81,world,164,2.3465853658536573,0.45975609756097563,0.3532317073170732,2.9194512195121947,4.169695121951217,31.670182926829284,328,anger,negemo,anger
82,real,163,1.836441717791411,0.5838036809815953,0.33288343558282213,2.6573006134969313,5.140368098159508,20.754723926380372,326,anger,negemo,anger
83,something,163,1.427300613496932,0.8969938650306747,0.488834355828221,2.7230061349693244,4.193926380368096,28.29527607361965,326,anger,negemo,anger
84,political,162,2.597716049382717,0.5682098765432099,0.4675925925925926,2.70216049382716,5.339012345679011,22.869320987654316,324,anger,negemo,anger
85,power,160,2.2853749999999993,0.3844375000000001,0.3169375000000001,2.6610624999999994,3.9458749999999996,30.95356250000001,320,anger,negemo,anger
86,ago,160,2.413625,0.45475000000000004,0.4274375,1.996312499999999,4.504000000000001,20.929874999999996,320,anger,negemo,anger
87,watch,158,1.8653797468354432,0.7041139240506329,0.379873417721519,3.2474050632911373,3.898924050632908,36.59398734177218,316,anger,negemo,anger
88,leave,155,2.2536129032258057,0.6376774193548386,0.6027096774193549,1.8942580645161284,4.293290322580644,23.981548387096776,310,anger,negemo,anger
89,first,154,1.6559740259740252,0.5212337662337663,0.3242857142857143,1.996753246753246,3.5505844155844146,26.241688311688314,308,anger,negemo,anger
90,hear,154,1.5195454545454543,0.4612337662337662,0.3258441558441559,3.0792207792207775,3.1799350649350635,37.25370129870133,308,anger,negemo,anger
91,show,152,1.8524999999999998,0.5186184210526315,0.32973684210526316,3.300197368421051,3.8021710526315764,33.65605263157897,304,anger,negemo,anger
92,court,149,2.1098657718120806,0.2523489932885906,0.5353691275167787,3.7836241610738246,3.7555704697986556,37.37583892617453,298,posemo,posemo,anger
93,w,148,2.026689189189189,0.3481756756756757,0.49027027027027026,2.659459459459459,4.094121621621619,29.758986486486503,296,anger,negemo,anger
94,another,147,2.3535374149659862,0.45394557823129267,0.3019047619047619,2.7740816326530613,4.42816326530612,31.70061224489799,294,anger,negemo,anger
95,keep,146,2.087260273972603,0.48,0.471095890410959,3.1856849315068474,3.904246575342464,35.11815068493153,292,anger,negemo,anger
96,help,146,2.0538356164383553,0.602054794520548,0.4623287671232877,3.705821917808219,4.6752739726027395,34.29315068493152,292,anger,negemo,anger
97,lie,144,4.417569444444444,0.48743055555555564,0.4496527777777779,2.243194444444444,6.635902777777773,11.746875,288,anger,negemo,anger
98,long,141,1.864326241134751,0.5012056737588654,0.37617021276595747,2.7847517730496443,4.044609929078015,32.288439716312055,282,anger,negemo,anger
99,male,141,2.9076595744680853,0.2936170212765957,0.5712765957446808,2.225035460992909,4.985744680851065,21.375886524822697,282,anger,negemo,anger
100,enough,139,1.7380575539568337,0.5443884892086331,0.3490647482014389,2.727482014388489,4.4873381294964005,28.066618705035978,278,anger,negemo,anger
101,always,138,1.5744202898550728,0.42268115942028983,0.45231884057971017,3.087101449275361,3.788333333333333,35.44079710144929,276,anger,negemo,anger
102,happen,137,2.0177372262773714,0.2760583941605839,0.49007299270073,2.150802919708027,3.947153284671532,28.331313868613144,274,anger,negemo,anger
103,love,137,1.9476642335766419,0.6407299270072992,0.23459854014598536,8.369708029197083,3.564598540145983,67.0889051094891,274,posemo,posemo,anger
104,part,137,2.267007299270072,0.46810218978102197,0.47459854014598535,2.652554744525546,4.516934306569342,26.665401459854014,274,anger,negemo,anger
105,away,136,2.659264705882353,0.2766176470588236,0.3349264705882353,2.4870588235294115,4.4220588235294125,23.931102941176466,272,anger,negemo,anger
106,person,136,2.831617647058822,0.39470588235294113,0.43801470588235286,2.285,5.242720588235294,22.740882352941174,272,anger,negemo,anger
107,do,136,2.4955147058823526,0.41970588235294115,0.5675735294117648,3.0489705882352927,5.17779411764706,27.05213235294117,272,anger,negemo,anger
108,yes,135,1.9444444444444449,0.28874074074074074,0.4292592592592593,4.061111111111109,3.651777777777777,37.9108888888889,270,posemo,posemo,anger
109,report,132,3.477348484848484,0.2062878787878788,0.7912878787878788,1.779924242424242,5.697803030303031,14.939469696969695,264,anger,negemo,anger
110,understand,132,2.067954545454545,0.5521212121212123,0.37424242424242427,2.4025000000000007,4.356742424242423,24.396363636363635,264,anger,negemo,anger
111,find,132,2.105454545454545,0.4040151515151515,0.6553787878787877,2.9558333333333326,4.527424242424243,31.518409090909085,264,anger,negemo,anger
112,justice,131,2.521526717557252,0.44412213740458023,0.48312977099236637,2.9823664122137394,4.69977099236641,31.93900763358778,262,anger,negemo,anger
113,sure,131,2.0116030534351146,0.18793893129770992,0.38610687022900775,6.829770992366415,3.4994656488549607,60.80824427480919,262,posemo,posemo,anger
114,hope,130,1.9647692307692313,0.5144615384615384,0.5467692307692308,8.018615384615387,4.088615384615383,63.16476923076926,260,posemo,posemo,anger
115,care,129,1.717984496124031,0.35015503875968995,0.38294573643410856,6.625813953488369,3.7051937984496104,58.05054263565896,258,posemo,posemo,anger
116,party,128,2.4003906249999996,0.48390625000000004,0.5546874999999999,4.827734374999998,4.5124218749999985,44.75156250000005,256,posemo,posemo,anger
117,shame,127,3.74511811023622,0.5784251968503936,5.9288976377952745,2.5695275590551176,12.182519685039367,9.61244094488189,254,anx,negemo,anx
118,country,126,2.1209523809523807,0.6795238095238096,0.7582539682539682,2.9653968253968253,4.770634920634919,27.445000000000007,252,anger,negemo,anger
119,new,126,1.9843650793650784,0.46452380952380967,0.6584126984126984,3.120952380952383,3.9226984126984124,33.08650793650794,252,anger,negemo,anger
120,moment,123,1.011219512195122,0.5495934959349593,0.3747154471544715,2.424390243902439,2.8023577235772343,33.98308943089431,246,anger,negemo,anger
121,year,122,2.672213114754098,0.21303278688524588,0.658606557377049,1.8290983606557367,4.2446721311475395,21.15319672131147,244,anger,negemo,anger
122,true,121,2.135702479338843,0.7021487603305786,0.42504132231404956,6.587107438016528,4.29694214876033,58.33429752066119,242,posemo,posemo,anger
123,sorry,120,1.626333333333333,6.158166666666667,0.35899999999999993,3.5421666666666654,9.307749999999999,16.267833333333332,240,sad,negemo,sad
124,survivor,119,2.9614285714285713,0.5794117647058824,0.6502521008403361,3.125042016806722,5.785378151260506,25.85294117647058,238,anger,negemo,anger
125,ing,119,1.582773109243697,0.5261344537815126,0.6947058823529411,3.608739495798319,3.8397478991596614,36.88621848739496,238,anger,negemo,anger
126,point,118,1.9793220338983042,0.4768644067796612,0.36864406779661024,2.7315254237288116,3.732711864406779,33.605000000000004,236,anger,negemo,anger
127,read,118,2.0497457627118636,0.6896610169491525,0.39508474576271185,3.2238983050847447,4.005762711864405,31.17466101694916,236,anger,negemo,anger
128,anything,117,2.146837606837607,0.7117948717948718,0.32529914529914533,2.447179487179487,4.53957264957265,23.58811965811964,234,anger,negemo,anger
129,investigation,117,1.154188034188034,0.22324786324786322,0.5703418803418804,2.2907692307692296,2.9100854700854693,32.5559829059829,234,anger,negemo,anger
130,put,115,1.7710434782608686,0.28026086956521745,0.5495652173913044,2.7032173913043467,3.6820869565217373,29.47678260869564,230,anger,negemo,anger
131,since,115,2.26895652173913,0.40060869565217394,0.37260869565217386,2.763130434782608,4.377304347826088,34.46747826086957,230,anger,negemo,anger
132,matter,114,2.3368421052631576,0.8606140350877194,0.4856140350877193,2.555526315789473,4.771140350877193,25.646754385964908,228,anger,negemo,anger
133,everyone,114,2.1797368421052625,0.438421052631579,0.5459649122807019,3.6676315789473675,4.850877192982456,35.83201754385965,228,anger,negemo,anger
134,yet,113,2.482035398230088,0.43681415929203543,0.47973451327433636,3.11646017699115,4.411327433628318,32.52964601769912,226,anger,negemo,anger
135,start,113,2.3391150442477877,0.3344247787610619,0.22743362831858407,2.3382300884955756,4.169911504424777,25.591238938053092,226,anger,negemo,anger
136,guilty,113,2.399734513274336,0.42973451327433626,3.6917699115044256,3.1509734513274337,7.645663716814159,14.82504424778761,226,anx,negemo,anx
137,turn,113,2.119557522123894,0.5835398230088495,0.4269026548672567,2.598230088495575,4.6902654867256635,26.850088495575214,226,anger,negemo,anger
138,without,112,2.191696428571429,0.43187499999999995,0.6325,3.0560714285714283,4.99267857142857,29.387589285714277,224,anger,negemo,anger
139,public,111,1.9769369369369367,0.2274774774774775,0.33504504504504506,2.8090090090090087,3.8877477477477447,31.511261261261268,222,anger,negemo,anger
140,last,110,2.345636363636363,0.3512727272727273,0.28318181818181815,2.13690909090909,3.9343636363636354,27.119363636363637,220,anger,negemo,anger
141,face,109,2.85440366972477,0.4896330275229357,0.761834862385321,2.6019266055045858,5.5357798165137595,21.98403669724771,218,anger,negemo,anger
142,medium,108,2.2747222222222216,0.16888888888888887,0.41222222222222227,2.0084259259259256,3.9853703703703682,26.980277777777776,216,anger,negemo,anger
143,lot,108,1.958148148148147,0.45685185185185195,0.3346296296296296,2.661481481481481,3.5883333333333325,33.756759259259255,216,anger,negemo,anger
144,high,108,2.3369444444444434,0.2625925925925926,0.40805555555555556,2.0112037037037034,4.013888888888889,23.44574074074074,216,anger,negemo,anger
145,two,107,2.348504672897196,0.27065420560747655,0.1893457943925234,2.3334579439252336,3.7019626168224296,24.092429906542055,214,anger,negemo,anger
146,evidence,106,2.3201886792452826,0.27169811320754716,0.43226415094339615,2.5482075471698105,4.209433962264149,28.10830188679245,212,anger,negemo,anger
147,mean,106,2.5795283018867914,0.16811320754716982,0.5661320754716982,2.465,4.089245283018868,28.476226415094338,212,anger,negemo,anger
148,judge,105,1.693809523809524,0.4804761904761905,0.7392380952380951,2.9963809523809526,4.175333333333333,31.713714285714282,210,anger,negemo,anger
149,may,105,1.9515238095238092,0.45657142857142863,0.6422857142857143,3.3163809523809524,4.130190476190474,34.20114285714285,210,anger,negemo,anger
150,big,104,2.1254807692307693,0.7525000000000001,0.26971153846153845,2.9838461538461543,4.247211538461537,31.506249999999998,208,anger,negemo,anger
151,maybe,102,1.8046078431372543,0.4429411764705882,0.37441176470588233,1.9611764705882346,3.6433333333333326,26.993039215686274,204,anger,negemo,anger
152,female,102,2.333431372549019,0.28950980392156866,0.49000000000000005,2.256960784313725,4.121666666666665,26.550098039215683,204,anger,negemo,anger
153,wonder,101,2.2004950495049505,0.552970297029703,0.584851485148515,2.078217821782177,4.334554455445543,22.054158415841577,202,anger,negemo,anger
154,age,101,2.146930693069308,0.31485148514851485,0.35128712871287127,2.095742574257425,3.792475247524751,23.212376237623754,202,anger,negemo,anger
155,agree,100,2.3842,0.41419999999999996,0.3543,6.5081999999999995,4.410000000000001,52.975200000000015,200,posemo,posemo,anger
156,young,100,1.9456999999999995,0.4613999999999999,0.4563999999999999,2.945399999999999,3.9781999999999984,32.436899999999994,200,anger,negemo,anger
157,school,99,2.657979797979798,0.24191919191919192,0.5567676767676768,2.033333333333333,4.397171717171718,20.028282828282823,198,anger,negemo,anger
158,change,99,1.9711111111111106,0.8224242424242426,0.2735353535353535,3.114949494949495,4.303030303030301,33.45969696969696,198,anger,negemo,anger
159,great,98,1.6948979591836735,0.609591836734694,0.25642857142857145,7.408775510204084,3.4871428571428567,63.58020408163266,196,posemo,posemo,anger
160,wait,97,1.6186597938144331,0.6076288659793815,0.364020618556701,2.507938144329897,3.2929896907216496,32.19257731958762,194,anger,negemo,anger
161,blame,96,5.9134375,0.3644791666666667,0.9409375,2.531875,10.200520833333329,5.901249999999998,192,anger,negemo,anger
162,live,95,2.0549473684210526,0.5652631578947369,0.698421052631579,1.8699999999999997,4.504105263157895,22.366421052631573,190,anger,negemo,anger
163,sad,95,2.325368421052631,4.8247368421052625,0.5357894736842105,3.139894736842105,9.28126315789474,12.68252631578947,190,sad,negemo,sad
164,protect,95,2.382315789473683,0.45431578947368423,0.46736842105263154,2.757789473684211,4.894736842105263,26.50621052631578,190,anger,negemo,anger
165,actually,94,2.906063829787233,0.3946808510638297,0.35723404255319147,2.208723404255319,5.072659574468083,22.12542553191489,188,anger,negemo,anger
166,end,94,1.798191489361702,0.4870212765957447,0.5436170212765957,2.54031914893617,3.762978723404255,30.62031914893617,188,anger,negemo,anger
167,far,92,1.92304347826087,0.6052173913043479,0.39554347826086955,2.1892391304347827,4.233478260869566,29.339565217391304,184,anger,negemo,anger
168,family,92,2.5161956521739124,0.8235869565217392,0.6211956521739131,2.840543478260869,5.2072826086956505,26.166195652173908,184,anger,negemo,anger
169,resist,92,1.6694565217391302,0.6266304347826087,0.39184782608695656,3.4823913043478254,3.689673913043478,38.27,184,anger,negemo,anger
170,around,92,1.7611956521739132,0.5610869565217391,0.7444565217391304,2.9397826086956513,3.908260869565217,31.94043478260869,184,anger,negemo,anger
171,guy,91,2.117802197802197,0.6962637362637364,0.330989010989011,3.0642857142857127,4.633076923076922,30.544725274725263,182,anger,negemo,anger
172,ask,91,1.8015384615384615,0.36857142857142855,0.4440659340659341,2.1894505494505494,3.659890109890108,28.75087912087912,182,anger,negemo,anger
173,whole,91,2.0178021978021983,0.4478021978021977,0.46989010989010993,2.946153846153846,4.393406593406593,29.02648351648351,182,anger,negemo,anger
174,disgust,91,2.9659340659340656,0.6310989010989011,0.5250549450549451,2.5196703296703293,10.66857142857143,10.749010989010987,182,anger,negemo,anger
175,listen,91,2.2795604395604396,0.4738461538461538,0.20285714285714287,2.434395604395604,4.0110989010989,30.979780219780217,182,anger,negemo,anger
176,hard,90,2.6385555555555555,0.5360000000000001,0.4583333333333333,2.570888888888888,4.902777777777777,26.330555555555556,180,anger,negemo,anger
177,violence,90,2.9709999999999996,0.46666666666666673,0.36311111111111116,2.469222222222222,8.955444444444444,8.080777777777776,180,anger,negemo,anger
178,powerful,90,1.6911111111111106,0.4121111111111111,0.452,3.4527777777777757,3.5829999999999997,37.25922222222221,180,anger,negemo,anger
179,fact,90,2.623666666666667,0.3868888888888889,0.33611111111111114,2.1243333333333325,4.931777777777776,21.11677777777778,180,anger,negemo,anger
180,law,89,2.534831460674156,0.39685393258426965,0.5334831460674158,2.193595505617977,4.681011235955055,25.327078651685383,178,anger,negemo,anger
181,friend,88,1.8684090909090907,0.35693181818181813,0.5836363636363635,3.4057954545454536,4.005113636363635,33.20238636363635,176,anger,negemo,anger
182,oh,88,2.80215909090909,0.8801136363636366,0.2559090909090909,3.069999999999999,5.284659090909089,26.64920454545454,176,anger,negemo,anger
183,innocent,88,2.5505681818181816,0.60875,1.6180681818181817,5.49125,5.950113636363634,36.497045454545464,176,anger,negemo,anger
184,forget,88,2.3911363636363636,0.4069318181818181,0.636818181818182,2.186022727272727,4.5961363636363615,23.944431818181815,176,anger,negemo,anger
185,job,88,2.216931818181817,1.0288636363636365,0.3660227272727273,3.1559090909090908,4.744090909090908,30.82886363636362,176,anger,negemo,anger
186,come,87,1.9429885057471261,0.4410344827586207,0.4550574712643678,2.691149425287355,3.5067816091954014,29.49344827586207,174,anger,negemo,anger
187,case,86,2.224651162790698,0.3758139534883721,0.5247674418604652,2.466976744186046,4.237906976744185,26.010697674418594,172,anger,negemo,anger
188,respect,85,1.8492941176470588,0.34717647058823525,0.601764705882353,6.106823529411764,3.5098823529411756,58.93435294117649,170,posemo,posemo,anger
189,write,85,1.7128235294117649,0.6124705882352941,0.3021176470588235,2.9172941176470584,3.4545882352941173,33.85117647058824,170,anger,negemo,anger
190,news,85,2.104470588235294,0.41858823529411765,0.49388235294117644,2.811882352941176,3.844588235294116,32.02223529411764,170,anger,negemo,anger
191,girl,84,2.732380952380953,0.2807142857142857,0.3411904761904762,2.896547619047619,4.411785714285714,26.39559523809524,168,anger,negemo,anger
192,lose,84,2.4123809523809516,3.7320238095238083,0.3148809523809523,2.5840476190476185,7.901309523809524,9.117619047619044,168,sad,negemo,sad
193,strong,84,1.2841666666666667,0.6792857142857143,0.6977380952380953,8.834523809523807,4.039880952380953,63.63035714285715,168,posemo,posemo,anger
194,experience,83,2.3598795180722894,0.4759036144578313,0.44530120481927704,2.8942168674698796,5.040361445783132,29.106385542168674,166,anger,negemo,anger
195,era,83,1.6422891566265057,0.25433734939759034,0.5226506024096386,2.740963855421686,3.0438554216867466,36.22216867469879,166,anger,negemo,anger
196,bring,83,2.131807228915662,0.5578313253012048,0.6686746987951807,2.371807228915663,4.301204819277107,26.954337349397587,166,anger,negemo,anger
197,run,83,2.5055421686746984,0.3991566265060241,0.5848192771084336,2.2928915662650597,4.949518072289156,23.887590361445778,166,anger,negemo,anger
198,child,83,3.144578313253012,0.4733734939759036,0.29686746987951806,2.3792771084337345,5.948313253012047,17.464457831325298,166,anger,negemo,anger
199,president,83,2.936506024096385,0.45710843373493976,0.22939759036144577,2.788433734939758,5.328674698795179,25.959999999999994,166,anger,negemo,anger
