,Hashtag,Count
1413,rememberanitahill,2
1414,poems,2
1415,author,2
1416,philly,2
1417,janetjackson,2
1418,justiceforjanet,2
1419,ffs,2
1420,traveltips,2
1421,traveling,2
1422,travelers,2
1423,travelblog,2
1424,traveldiaries,2
1425,womenwhotravel,2
1426,solotravel,2
1427,solotraveler,2
1428,womentrepreneurs,2
1429,travelwriter,2
1430,fakemetoo,2
1431,fuckmetoo,2
1432,fucktimesup,2
1433,pedophilepediatrician,2
1434,passcva,2
1435,mh,2
1436,romance,2
1437,peaktrans,2
1438,endthecircus,2
1439,larrynassar,2
1440,anopensecret,2
1441,godhelpusall,2
1442,tcnt,2
1443,jailtrump,2
1444,snf,2
1445,evidence,2
1446,ifonly,2
1447,protectwomen,2
1448,filthyrich,2
1449,italy,2
1450,english,2
1451,civilwar,2
1452,gamergate,2
1453,viral,2
1454,illegal,2
1455,war,2
1456,sexassault,2
1457,thelastjedi,2
1458,nixon,2
1459,ocd,2
1460,pizza,2
1461,charlamagne,2
1462,wakandaforever,2
1463,appearance,2
1464,bothamjean,2
1465,becky,2
1466,womenunited,2
1467,votegop,2
1468,badbetbrett,2
1469,getout,2
1470,drainthedeepstate,2
1471,waleedzaman,2
1472,boycottteefa,2
1473,normal,2
1474,mccain,2
1475,vawa,2
1476,spam,2
1477,scarlettjohansson,2
1478,notalone,2
1479,lying,2
1480,iamevidence,2
1481,stopthebias,2
1482,mindfulness,2
1483,christineblasseyford,2
1484,empower,2
1485,blocked,2
1486,misconduct,2
1487,falseaccusations,2
1488,actor,2
1489,kavanaught,2
1490,exploitation,2
1491,trumpisamoron,2
1492,mydaughtertoo,2
1493,diannefeinstein,2
1494,southcarolina,2
1495,breakthesilence,2
1496,amsterdamny,2
1497,homelessness,2
1498,wesaidenough,2
1499,rejectkavanaugh,2
1500,pressconference,2
1501,horrible,2
1502,ecocide,2
1503,elephant,2
1504,council,2
1505,california,2
1506,burnitdown,2
1507,cbbroxanne,2
1508,insurance,2
1509,presidenttrump,2
1510,enablers,2
1511,timesupcurtis,2
1512,trialbysocialmedia,2
1513,nokavenaugh,2
1514,flint,2
1515,votetheoldmenout,2
1516,yourtimeisup,2
1517,changiscoming,2
1518,wearewatchingyou,2
1519,november2018,2
1520,sexoffender,2
1521,genderbiasedlaws,2
1522,injustice,2
1523,sexualabuser,2
1524,believethewomen,2
1525,collaboration,2
1526,falseallegations,2
1527,trending,2
1528,shortfilm,2
1529,mccarthyism,2
1530,novote,2
1531,noforgiveness,2
1532,michaelavenatti,2
1533,trialbymedia,2
1534,obstruction,2
1535,president,2
1536,isurvived,2
1537,justice4juanita,2
1538,mst,2
1539,voteblueforwomen,2
1540,democratshateamerica,2
1541,bluesclubs,2
1542,sexuallyassaulted,2
1543,dacanow,2
1544,trumppenceandthewholefuckinglotofyouresign,2
1545,notimex,2
1546,univision,2
1547,kavanuagh,2
1548,fordtough,2
1549,gc79,2
1550,maga2018,2
1551,actors,2
1552,hearing,2
1553,westandwithchristine,2
1554,training,2
1555,catholics,2
1556,trumpadministration,2
1557,emmyawards2018,2
1558,juanitabroderick,2
1559,muelleriscomingforyou,2
1560,agenda,2
1561,wars,2
1562,gophateswomen,2
1563,trumpworld,2
1564,betibachaobetipadao,2
1565,nmleg,2
1566,honest,2
1567,girlpower,2
1568,celebritybigbrother,2
1569,brutal,2
1570,takeyourpowerback,2
1571,etalk,2
1572,jumla,2
1573,shithole,2
1574,fox,2
1575,incarcerate,2
1576,cardinals,2
1577,rtept,2
1578,confirmbrettkavanaugh,2
1579,walkawaydemocrats2018,2
1580,metoofail,2
1581,repealthe8th,2
1582,ky,2
1583,wedontcare,2
1584,justice4closure,2
1585,womenfortrump,2
1586,shetoo,2
1587,lohan,2
1588,lapsed,2
1589,peace,2
1590,socialwork,2
1591,rolandmartinunfiltered,2
1592,creepyunclejoe,2
1593,legal,2
1594,pussy,2
1595,graham,2
1596,cunt,2
1597,saynotokavanaugh,2
1598,genderneutral,2
1599,stalker,2
1600,lookatme,2
1601,fairprocess,2
1602,usar,2
1603,vetsresistsquadron,2
1604,ipsawc,2
1605,imwithdrford,2
1606,boysclub,2
1607,wasted,2
1608,charity,2
1609,drfordstrong,2
1610,strzok,2
1611,genderequity,2
1612,redwaverising,2
1613,talk,2
1614,theft,2
1615,tamil,2
1616,afterireported,2
1617,youtube,2
1618,beavoter,2
1619,mondaynightfootball,2
1620,kavanaughinvestigation,2
1621,microsoft,2
1622,leafyishere,2
1623,pedophiles,2
1624,utah,2
1625,united,2
1626,imwithkap,2
1627,grabthembythepussy,2
1628,therapy,2
1629,stopviolenceagainstwomen,2
1630,lindsaygraham,2
1631,chennai,2
1632,urbannaxals,2
1633,humiliation,2
1634,harassing,2
1635,whoisamerica,2
1636,drumpf,2
1637,peetape,2
1638,russianinterference,2
1639,exvangelical,2
1640,svu,2
1641,childsexabuse,2
1642,whistleblowers,2
1643,satan,2
1644,winning,2
1645,cats,2
1646,killed,2
1647,tuckercarlson,2
1648,seminary,2
1649,womeninmedicine,2
1650,ihearyou,2
1651,homophobic,2
1652,daughters,2
1653,unfair,2
1654,paypal,2
1655,debrakatz,2
1656,reuniteeverychild,2
1657,uk,2
1658,gangofpredators,2
1659,confused,2
1660,why,2
1661,cool,2
1662,cat,2
1663,things,2
1664,kitten,2
1665,ksivlogan,2
1666,funny,2
1667,cars,2
1668,spicy,2
1669,memes,2
1670,dankmemes,2
1671,dab,2
1672,csgogiveaway,2
1673,catholicpriests,2
1674,violationofmyprivacy,2
1675,jokes,2
1676,transwomen,2
1677,proud,2
1678,spartacus,2
1679,vetsagainsttrump,2
1680,psychology,2
1681,sexabuse,2
1682,blackgirlsrock2018,2
1683,60minutes,2
1684,kavanaughcircus,2
1685,amirite,2
1686,muellerprobe,2
1687,leftistpropaganda,2
1688,endthemadness,2
1689,domesticabuser,2
1690,despicable,2
1691,innocent,2
1692,thinkaboutit,2
1693,damnjoke,2
1694,primeday,2
1695,metoourbannaxal,2
1696,drama,2
1697,humanrightsviolations,2
1698,laws,2
1699,guns,2
1700,iamchristineford,2
1701,rahulgandhi,2
1702,hasbeen,2
1703,metoomedicine,2
1704,kkkavano,2
1705,youarenotalone,2
1706,plannedparenthood,2
1707,q,2
1708,rapesurvivor,2
1709,arresttrumpcrimefamily,2
1710,stopthewaronwomen,2
1711,kavahellnah,2
1712,tribfest18,2
1713,wfan,2
1714,ifightbpd,2
1715,heretolead,2
1716,nojustice,2
1717,bits18,2
1718,antirape,2
1719,tuesdaythought,2
1720,unacceptable,2
1721,senatefloor,2
1722,womenvoterswatching,2
1723,badass,2
1724,protectmueller,2
1725,jordanknew,2
1726,racistinchief,2
1727,taxreturns,2
1728,rapes,2
1729,birthcontrol,2
1730,kavanaw,2
1731,lesbophobia,2
1732,makeadifference,2
1733,pa,2
1734,rnc,2
1735,youth,2
1736,sowore2019,2
1737,sowore4president,2
1738,catcalling,2
1739,waronmen,2
1740,corrective,2
1741,weneedfeminism,2
1742,fridaysflashback,2
1743,abusivebehavior,2
1744,psychopath,2
1745,istandwithchristineford,2
1746,ffffff,2
1747,kevinspacey,2
1748,minnesota,2
1749,womenslivesmatter,2
1750,rapeisrape,2
1751,noroomtogroomonyoutube,2
1752,allies,2
1753,theworldiswatching,2
1754,thelawisbroken,2
1755,profit,2
1756,senflake,2
1757,fight,2
1758,nun,2
1759,shutup,2
1760,fsmpy,2
1761,haiku,2
1762,statepolice,2
1763,violent,2
1764,invasionofprivacy,2
1765,diversity,2
1766,miafarrow,2
1767,silenceisconsent,2
1768,harassmentisnotlove,2
1769,mattressgirl,2
1770,strong,2
1771,betotexas,2
1772,voters,2
1773,hard,2
1774,goals,2
1775,firethedenier,2
1776,timeforchange,2
1777,doj,2
1778,obstructionofjustice,2
1779,redwave2018,2
1780,edfn,2
1781,growup,2
1782,momokun,2
1783,cohen,2
1784,setup,2
1785,kavanot,2
1786,safeguarding,2
1787,thelostcolony,2
1788,facist,2
1789,boycottbigbrother,2
1790,liarliarpantsonfire,2
1791,usnavy,2
1792,usairforce,2
1793,2nd,2
1794,gopiscomplicit,2
1795,postcardstodrford,2
1796,times,2
1797,beleivesurvivors,2
1798,fuckthegop,2
1799,targetedindividual,2
1800,qarmy,2
1801,sexwork,2
1802,wh,2
1803,hardtruth,2
1804,democratplantation,2
1805,clickbait,2
1806,morning_joe,2
1807,merylstreep,2
1808,twill,2
1809,bartokavanaugh,2
1810,shepersisted,2
1811,1a,2
1812,conway,2
1813,fordthefraud,2
1814,survivorstories,2
1815,andygrossisgross,2
1816,trumpsucks,2
1817,sexualharasser,2
1818,iamspartacus,2
1819,freespeech,2
1820,leftist,2
1821,conservatism,2
1822,litfic,2
1823,mystery,2
1824,writingtips,2
1825,writinglife,2
1826,comics,2
1827,mfa,2
1828,drawings,2
1829,illustrations,2
1830,latinx,2
1831,shrm,2
1832,films,2
1833,biteme,2
1834,voteoutthegop,2
1835,voice,2
1836,safespaces4youth,2
1837,g7,2
1838,hostile,2
1839,submissive,2
1840,whitefragility,2
1841,beer,2
1842,patriarchal,2
1843,justme,2
1844,politicians,2
1845,medtraumachat,2
1846,stormy,2
1847,unnao,2
1848,whypolicewerentcalled,2
1849,whathappenedwhenireportedit,2
1850,balancetonporc,2
1851,dogwhistle,2
1852,nasem,2
1853,mondaymotivaton,2
1854,religion,2
1855,broadway,2
1856,womensupportingwomen,2
1857,nypasscva,2
1858,mattlauer,2
1859,charlierose,2
1860,laugh,2
1861,poll,2
1862,polls,2
1863,churches,2
1864,taxes,2
1865,showbiz,2
1866,lietoo,2
1867,jimjordanmustgo,2
1868,womenshealth,2
1869,florence,2
1870,kirsten,2
1871,childvictimsact,2
1872,justsaying,2
1873,fakechristians,2
1874,republicanfamilyvalues,2
1875,sixwords,2
1876,bro,2
1877,jenniferlawrence,2
1878,junotdiaz,2
1879,emotional,2
1880,footballculture,2
1881,cultureproblem,2
1882,urbanknew,2
1883,footballfirstculture,2
1884,bluewavecoming,2
1885,rapistsshouldntbejudges,2
1886,election2018,2
1887,mequeer,2
1888,notokay,2
1889,thebillisnowdue,2
1890,nsa,2
1891,cia,2
1892,antisemitism,2
1893,investigation,2
1894,animalrights,2
1895,sexualmisconduct,2
1896,ltp,2
1897,epa,2
1898,conservatives,2
1899,vmas,2
1900,mondaymood,2
1901,buzzfeed,2
1902,teaching,2
1903,fldemdebate,2
1904,leanin,2
1905,susancollins,2
1906,kavanah,2
1907,saveroe,2
1908,impeachtrumpandpencenow,2
1909,hatch,2
1910,25thammendment,2
1911,gopscum,2
1912,missamerica,2
1913,boofing,2
1914,askthemayor,2
1915,cameroon,2
1916,nominee,2
1917,foreigncorrespondent,2
1918,fisa,2
1919,cruelty,2
1920,animal,2
1921,mwf18,2
1922,drugabuse,2
1923,s,2
1924,charleston9,2
1925,hatecrime,2
1926,loser,2
1927,oliviamunn,2
1928,sexcrime,2
1929,billclintonisarapist,2
1930,norespect,2
1931,buckdancing,2
1932,bojanling,2
1933,stepnfetchit,2
1934,blackpastor,2
1935,letitgo,2
1936,soros,2
1937,gangstalking,2
1938,bpd,2
1939,believesurivivors,2
1940,wakeupamerica,2
1941,fordkavanaugh,2
1942,conspiracytheory,2
1943,voteblueforamerica,2
1944,liberal,2
1945,online,2
1946,casestudy,2
1947,nosurrender,2
1948,genderbias,2
1949,theresident,2
1950,cult45,2
1951,impeachtrumppence,2
1952,betofortexas,2
1953,metooaliar,2
1954,falsememories,2
1955,mutilation,2
1956,property,2
1957,selfdefense,2
1958,amlate,2
1959,safety,2
1960,dhaka,2
1961,usatoday,2
1962,newyorktimes,2
1963,drchristineblasey,2
1964,awareness,2
1965,awakening,2
1966,mnvalues,2
1967,believevictims,2
1968,nba,2
1969,attorney,2
1970,protection,2
1971,notagainclarence,2
1972,zerotolerance,2
1973,court,2
1974,facebook,2
1975,clementineford,2
1976,ukpolitics,2
1977,blessed,2
1978,inconvoajax,2
1979,drangela,2
1980,nsac2018,2
1981,ibelievedoctorford,2
1982,asktheshepherds,2
1983,scarjo,2
1984,celibacy,2
1985,feministmafia,2
1986,aaslh18,2
1987,sexualassailant,2
1988,believe,2
1989,yesmeansyes,2
1990,government,2
1991,speakers,2
1992,iamasurvivor,2
1993,markcuban,2
1994,toome,2
1995,nevertrump,2
1996,bible,2
1997,inspiration,2
1998,wweevolution,2
1999,prolife,2
2000,paulajones,2
2001,representationmatters,2
2002,neglect,2
2003,standwithford,2
2004,mngov,2
2005,outoftouch,2
2006,necss2018,2
2007,trumpisarussianasset,2
2008,tmz,2
2009,big4agenda,2
2010,harrassment,2
2011,fathers,2
2012,hashtagday,2
2013,charkelly,2
2014,vadoc,2
2015,jesus,2
2016,victory,2
2017,constitution,2
2018,faith,2
2019,nm,2
2020,mrstoo,2
2021,stand,2
2022,myass,2
2023,cuomoprimetime,2
2024,bojackhorseman,2
2025,alzheimers,2
2026,hack,2
2027,kavanaughisarapist,2
2028,traderjoes,2
2029,4b,2
2030,supportwomen,2
2031,infowars,2
2032,patriots,2
2033,cbsnews,2
2034,masculinity,2
2035,rate,2
2036,tradewar,2
2037,fightforkavanaugh,2
2038,game,2
2039,pmmy,2
2040,cbi,2
2041,washingtonpost,2
2042,psa,2
2043,neverkavanaugh,2
2044,mobbing,2
2045,revenge,2
2046,whitewashing,2
2047,narcissism,2
2048,onepass,2
2049,nauru,2
2050,humantrafficking,2
2051,gopbastards,2
2052,polygraphkavanaugh,2
2053,resistancestrong,2
2054,blackhistorymonth,2
2055,neversettle,2
2056,bluejays,2
2057,trumpmustgo,2
2058,wehaveyourback,2
2059,calltoaction,2
2060,knowyourrights,2
2061,bourdain,2
2062,ivankatrump,2
2063,football,2
2064,report,2
2065,letsgetafterit,2
2066,peta,2
2067,srilanka,2
2068,lka,2
2069,hrc30,2
2070,hrc34,2
2071,amquerying,2
2072,megu,2
2073,hearings,2
2074,judicial,2
2075,father,2
2076,thoughtsandprayers,2
2077,kill,2
2078,brettbye,2
2079,bcpoli,2
2080,reality,2
2081,metoosoon,2
2082,s3570,2
2083,hatred,2
2084,glock,2
2085,womensfashion,2
2086,trumptrain,2
2087,circumcision,2
2088,groping,2
2089,rapevictims,2
2090,putinsapprentice,2
2091,london,2
2092,progressives,2
2093,pussyhat,2
2094,khensanimaseko,2
2095,metooatwhatcost,2
2096,dmv,2
2097,criticism,2
2098,gops,2
2099,heknew,2
2100,sham,2
2101,notcounseling,2
2102,complict,2
2103,becauseits,2
2104,fixed,2
2105,disease,1
2106,youarenowarrior,1
2107,elliotnassar,1
2108,noprinciples,1
2109,foolishness,1
2110,justiceforjuanita,1
2111,clintoncorruption,1
2112,realfacts,1
2113,clintonvictims,1
2114,sadly,1
2115,elitist,1
2116,contentcanada,1
2117,votebeto,1
2118,circuses,1
2119,opcircus,1
2120,nocaptivity,1
2121,parentingtips,1
2122,dontbuyaticket,1
2123,notentertainment,1
2124,molesterinchief,1
2125,patriotact,1
2126,childmarriages,1
2127,did,1
2128,dissociativeidentitydisorder,1
2129,letstalk,1
2130,didmpd,1
2131,outfront,1
2132,drainswamp,1
2133,trumpsupporters,1
2134,metoosexscience,1
2135,valet2018,1
2136,imaceleb,1
2137,amas,1
2138,worldsuicidepreventionday,1
2139,honorai,1
2140,muchlove,1
2141,orinhatch,1
2142,comfirmkavanaugh,1
2143,amdreamconf,1
2144,startrek,1
2145,doctorwho,1
2146,wildnout,1
2147,ugotconned,1
2148,ellison,1
2149,impeachfeinstein,1
2150,1voice,1
2151,republicanhypocrisy,1
2152,wearethevillage,1
2153,kavanaughprobe,1
2154,kavanughvote,1
2155,glow,1
2156,ethereum,1
2157,selfemployed,1
2158,noinsurance,1
2159,unseal,1
2160,congressionalslushfund,1
2161,jeeperscreepers,1
2162,primegroper,1
2163,nokavanaughconfermation,1
2164,behumane,1
2165,betterlaterthannever,1
2166,creepypornpresidenttrump,1
2167,welfarephantoms,1
2168,shadowban,1
2169,sexuallyviolentpredator,1
2170,notpresidential,1
2171,presidentialpardon,1
2172,theswamp,1
2173,birdsoffeather,1
2174,votebluesaveamerica,1
2175,sisterresisters,1
2176,securityinquiry,1
2177,terfclub,1
2178,disqualifymenendez,1
2179,bigbankregs,1
2180,sexualasaault,1
2181,itallhappened2me,1
2182,preventsuicide,1
2183,gopcheattowin,1
2184,rapepublicans,1
2185,unindictedcococonspirator,1
2186,stolenseat,1
2187,toohot,1
2188,hhn28,1
2189,rayrice,1
2190,teefaintrouble,1
2191,bff,1
2192,yourenotalone,1
2193,masogyny,1
2194,openfuture,1
2195,antiahill,1
2196,oh4,1
2197,columbus,1
2198,tiffin,1
2199,logan,1
2200,limooh,1
2201,fridaynight,1
2202,gopbullyboys,1
2203,boom,1
2204,roasted,1
2205,gotya,1
2206,ilikebeer,1
2207,wendys,1
2208,cynicismandhypocrisy,1
2209,mcraven,1
2210,brilliant,1
2211,wits,1
2212,whatsnext,1
2213,countryfirst,1
2214,justice4alll,1
2215,metoomen,1
2216,biden,1
2217,lgbtrights,1
2218,wageinequality,1
2219,aca,1
2220,environmentalprotection,1
2221,womenselfdefence,1
2222,hannahgadsby,1
2223,mustwatch,1
2224,inawe,1
2225,disavow,1
2226,emmerdale,1
2227,impeachgraham,1
2228,impeachgrassley,1
2229,impeachcornyn,1
2230,culturalmarxism,1
2231,fridayfeelings,1
2232,silencedrape,1
2233,trumpisaperv,1
2234,libel,1
2235,kosovo,1
2236,serbia,1
2237,ethanhawke,1
2238,whotofollow,1
2239,complaints,1
2240,twitterlockout,1
2241,twlitf,1
2242,twittervideo,1
2243,scotushearings,1
2244,singlepringle,1
2245,loveolly,1
2246,dvreformnow,1
2247,whereami,1
2248,bikelaughheal,1
2249,enddomesticviolence,1
2250,timestamp,1
2251,cafésociety,1
2252,kristenstewart,1
2253,trumplieseverytimehespeaks,1
2254,kavanaughnotfitforanycourt,1
2255,gopgoodoldboysclub,1
2256,podestaemails,1
2257,endmisogyny,1
2258,idlenomore,1
2259,socialchange,1
2260,aging,1
2261,whatconsentmeanstome,1
2262,turtles,1
2263,domesticviolencereformnow,1
2264,noproof,1
2265,pileon,1
2266,snitchline,1
2267,siriusxm,1
2268,debateyourmomma,1
2269,thomasjeffersonsayswhat,1
2270,columbusday,1
2271,acrimeisntacrimeuntilyoureconvicted,1
2272,iamaweinsteinhypocrite,1
2273,thinkpositive,1
2274,donotbesilent,1
2275,stayontheplanet,1
2276,isupportchristineford,1
2277,exposed,1
2278,getemsarah,1
2279,luciferian,1
2280,tomhanks,1
2281,hollywoodwalkoffame,1
2282,wednesdaymotivation,1
2283,nowheretohide,1
2284,districtattorney,1
2285,pillcosby,1
2286,nov6,1
2287,leader,1
2288,womenssafety,1
2289,justiceforwomens,1
2290,standwiththesurvivors,1
2291,scumbag,1
2292,ibelievechristineblasseyford,1
2293,trolls,1
2294,retweetfarandwide,1
2295,teamabby,1
2296,fairwarning,1
2297,labordayweekend,1
2298,bs,1
2299,renter,1
2300,janfam,1
2301,stlouis,1
2302,wouldnt,1
2303,trumprapist,1
2304,depressionisrea,1
2305,goodluck,1
2306,dome,1
2307,overduekopunch,1
2308,everybodytalks,1
2309,spoonie,1
2310,invisibleillness,1
2311,ableism,1
2312,metooliar,1
2313,comfirmjudgekavanaughnow,1
2314,blackwomensequalpayday,1
2315,iwasatthatpartywhen,1
2316,bramex,1
2317,policebrutality,1
2318,indians,1
2319,hypocrisyalert,1
2320,mwf2018,1
2321,drfordtoo,1
2322,adhd,1
2323,nowmovement,1
2324,familiesbelongtogther,1
2325,citeblackwomensunday,1
2326,secretkeepers,1
2327,riseup,1
2328,dros,1
2329,confirmkavanagh,1
2330,nobodywantstoseeyourdick,1
2331,nwtsyd,1
2332,crybabies,1
2333,manup,1
2334,trustwomen,1
2335,futureisfemale,1
2336,wepledgeallegiance,1
2337,flag,1
2338,unitedstatesofamerica,1
2339,constitutionalrepublic,1
2340,makesitgreat,1
2341,doyou,1
2342,bisexual,1
2343,impact,1
2344,vc,1
2345,chicagoblackhawks,1
2346,bourbon,1
2347,sethrich,1
2348,blackberry,1
2349,serverproblems,1
2350,wipedwtihacloth,1
2351,uraniumonedeal,1
2352,enrichment,1
2353,terrify,1
2354,kavanaughattemptedrapist,1
2355,metoochina,1
2356,batman,1
2357,pornstars,1
2358,puppies,1
2359,attorneygeneral,1
2360,justiceforgoat,1
2361,deoriashelterhomecase,1
2362,findu,1
2363,footageproject,1
2364,narrativescience,1
2365,anthropology,1
2366,ethnography,1
2367,visualanthropology,1
2368,artists,1
2369,healingthroughart,1
2370,whatsinaname,1
2371,connection,1
2372,saynotodiscrimination,1
2373,espyawards,1
2374,unleashthefbi,1
2375,stopdefendingpredators,1
2376,phattu,1
2377,thankgod,1
2378,5minutesoffame,1
2379,ruinlives,1
2380,donottouchmypussy,1
2381,keynote,1
2382,curious,1
2383,mitchell,1
2384,internalizedmisogyny,1
2385,hateful,1
2386,metoowithchhunt,1
2387,libtard,1
2388,powerdynamic,1
2389,whynotme,1
2390,glennweiss,1
2391,ma,1
2392,futureofwork,1
2393,ai,1
2394,automation,1
2395,whenwomenthrive,1
2396,mindnumbing,1
2397,surreal,1
2398,horrific,1
2399,morality,1
2400,chauvinistic,1
2401,votebluetosavedemocracy,1
2402,iamablacklesbian,1
2403,wilkinsnah,1
2404,liberia,1
2405,plowthruthis,1
2406,staywoke,1
2407,milestogo,1
2408,creeper,1
2409,yourenotgoodforamericaeither,1
2410,thetotalshutdown,1
2411,meattube,1
2412,copstoo,1
2413,motivationmonday,1
2414,invisiblenomore,1
2415,privilege,1
2416,coven,1
2417,witches,1
2418,americanhorrorstory,1
2419,fbiinvestigationornovote,1
2420,voteblueandbringafriend,1
2421,poc,1
2422,woc,1
2423,ripvivian,1
2424,shesfive,1
2425,signedyoursisters,1
2426,lives,1
2427,emotions,1
2428,donotshutup,1
2429,removekavanaugh,1
2430,thankyouchristineblaseyford,1
2431,blueskies,1
2432,idid,1
2433,fearmongering,1
2434,lawequality,1
2435,korea,1
2436,socialservices,1
2437,satire,1
2438,crywolf,1
2439,hatemonger,1
2440,oligarchrule,1
2441,diversitystrong,1
2442,trumptoo,1
2443,kavanughhearing,1
2444,ncedsv,1
2445,youniquefoundation,1
2446,outreach,1
2447,rewardpunishment,1
2448,deardrford,1
2449,wecanthaveanothersexualpredatoronthesupremecourt,1
2450,throneoflove,1
2451,dignityisforall,1
2452,disrespectisnotokay,1
2453,fightforjustice,1
2454,cosbyshow,1
2455,traitorsincongress,1
2456,survivorloveletter,1
2457,whatviolencecostme,1
2458,whatviolencegaveme,1
2459,girlsknowothergirls,1
2460,mn,1
2461,couples,1
2462,counselors,1
2463,substance,1
2464,votedemsout,1
2465,holyspirit,1
2466,apostlescreed,1
2467,october2017,1
2468,deadbeat,1
2469,nuts,1
2470,ghtoo,1
2471,horseplay,1
2472,attemptedmurder,1
2473,notfitforjudge,1
2474,nigeria,1
2475,pornsites,1
2476,hangtilldeath,1
2477,audrieanddaisy,1
2478,andrewcuomo,1
2479,blackhair,1
2480,getoveryourselvesmorons,1
2481,crickets,1
2482,betrayingbigbrother,1
2483,beltwaynews,1
2484,fondaonp,1
2485,enrontaskforce,1
2486,shareholderripoff,1
2487,teasemetoo,1
2488,musicalchairs,1
2489,harveypitt,1
2490,revolvingdoor,1
2491,corporatebuyouts,1
2492,wx,1
2493,cocacola,1
2494,cbd,1
2495,cannibus,1
2496,mcdonalds,1
2497,wegmans,1
2498,aira,1
2499,adam,1
2500,eve,1
2501,selfdiscipline,1
2502,moralities,1
2503,palestinian,1
2504,israelterrorists,1
2505,stopsexualharassment237,1
2506,thehandmaidens,1
2507,nirbhaya,1
2508,lockerroom,1
2509,recoveringalllostchildren,1
2510,pas,1
2511,unstoppableana,1
2512,trumpnews,1
2513,racistpotus,1
2514,fakefox,1
2515,tearsofguilt,1
2516,violentculture,1
2517,noyce2018,1
2518,journey,1
2519,metahealth,1
2520,notallscarsarevisual,1
2521,sayitlouder,1
2522,theresmoretous,1
2523,womaniko,1
2524,womenarehere,1
2525,dylanfarrow,1
2526,deletefoxnews,1
2527,fakenewsgenerator,1
2528,fuckfoxnews,1
2529,jihad,1
2530,itstimetoasablockdemsnotenterchamber,1
2531,evangelical,1
2532,jimjo,1
2533,togetheragainstdepression,1
2534,breakthestigma,1
2535,snarknotneededonserioustopics,1
2536,funnytomisogynistsnottherestofus,1
2537,newauthor,1
2538,comingsoon,1
2539,resilientwalker,1
2540,spreadlove,1
2541,abandonment,1
2542,unworthiness,1
2543,greatness,1
2544,algorithms,1
2545,doitq,1
2546,neveragainisnow,1
2547,ragevote2018,1
2548,bantheburka,1
2549,farmlands,1
2550,jesuits,1
2551,jesuit,1
2552,whitemen,1
2553,savetheus,1
2554,findthepeepeetape,1
2555,tell,1
2556,drblasseyford,1
2557,dinosaur,1
2558,shutupandstandup,1
2559,gohome,1
2560,objects,1
2561,transmen,1
2562,stillnotaskingforit,1
2563,socialismiscancer,1
2564,camillecosby,1
2565,wandabarzee,1
2566,dirtydems,1
2567,nuffsaid,1
2568,activistjournalists,1
2569,qt,1
2570,believethemall,1
2571,newworldcoming,1
2572,themamasandthepapas,1
2573,assaultweaponban,1
2574,dominatingmen,1
2575,youdontreallycount,1
2576,flüchtlingsgewalt,1
2577,vergewaltigt,1
2578,normalbürgerin,1
2579,flüchtlingswelle,1
2580,hamburg,1
2581,deutschlandleidet,1
2582,gewaltland,1
2583,righttorape,1
2584,poise,1
2585,notacult,1
2586,leavemealone,1
2587,findlauren,1
2588,missing,1
2589,youcouldhavesavedher,1
2590,utahwomenabused,1
2591,dailypop,1
2592,stuntman,1
2593,scotusnominee,1
2594,americancower,1
2595,whatlosinglookslike,1
2596,spinesearch,1
2597,survivorsunite,1
2598,canadaday,1
2599,giveamanadvicein5words,1
2600,walmart,1
2601,ada,1
2602,walmartofutah,1
2603,spanishforkwalmart,1
2604,kavaunaugh,1
2605,kavaughhearings,1
2606,ibelievher,1
2607,sistersact,1
2608,natural,1
2609,selection,1
2610,tyranny,1
2611,viruses,1
2612,alcoholism,1
2613,moveon,1
2614,blackchurch,1
2615,reunitefamiliesnow,1
2616,lewistonidaho,1
2617,clarkstonwashington,1
2618,familyseparation,1
2619,twitler,1
2620,disgustingchoicestoharmamericans,1
2621,ips2018,1
2622,scarlettletter,1
2623,morequestionsthananswers,1
2624,neverworkagain,1
2625,alllivesruined,1
2626,noonewins,1
2627,forgiveness,1
2628,groperinchief,1
2629,kindness,1
2630,sadness,1
2631,lifeitself,1
2632,insight,1
2633,insights,1
2634,quotes,1
2635,quoteoftheday,1
2636,quotestoliveby,1
2637,quotesoftheday,1
2638,quotesforlife,1
2639,canisiuskollege,1
2640,johanverschuerensj,1
2641,delaythehearing,1
2642,judithbutler,1
2643,mla,1
2644,avitaronell,1
2645,braveryinaction,1
2646,naved,1
2647,georgewbush,1
2648,laurabush,1
2649,admititcouldbetrue,1
2650,ididchristieblaseyfordinhighschool,1
2651,ahrinc,1
2652,mattarella,1
2653,arabic,1
2654,generalized,1
2655,armed,1
2656,conflict,1
2657,cadavers,1
2658,movemichaelmoore,1
2659,bethedifference,1
2660,rapeapologists,1
2661,womenwalkout,1
2662,insatiable,1
2663,liberallowiqvoters,1
2664,oneanddonein2019,1
2665,realfeminism,1
2666,pmzoolander,1
2667,womeninscience,1
2668,getthemout,1
2669,sexualabuserinchief,1
2670,keithellisonabuseallegation,1
2671,panic,1
2672,updateaclassicsitcom,1
2673,dumbasses,1
2674,order,1
2675,public,1
2676,arrestthegoon,1
2677,nativerights,1
2678,youpig,1
2679,iraped,1
2680,iadmitit,1
2681,metrash,1
2682,voltwitter,1
2683,tonyrobbins,1
2684,alabama,1
2685,black,1
2686,votingrightsact,1
2687,negligence,1
2688,hollywoodsucks,1
