,Word,count,anger,sad,anx,posemo,negemo,tone,total_counts,emotion,negative_emotion,main_emotion
26,even,134,2.6928358208955223,0.3998507462686567,0.7314179104477614,2.3226119402985073,4.989925373134331,22.78201492537313,134,negemo,anger,anger
27,still,133,2.8185714285714285,0.5843609022556391,0.22526315789473683,2.3912781954887223,5.1637593984962376,21.465112781954893,133,negemo,anger,anger
28,take,132,2.4368939393939386,0.4197727272727273,0.19507575757575757,2.6997727272727268,4.143560606060605,33.201060606060615,132,negemo,anger,anger
29,man,131,2.350229007633587,0.39083969465648855,0.33320610687022895,3.230534351145038,4.573358778625954,33.12648854961833,131,negemo,anger,anger
30,work,131,3.0737404580152656,0.3586259541984733,0.1762595419847328,2.2330534351145035,4.366106870229007,22.666870229007625,131,negemo,anger,anger
31,sex,130,3.731923076923073,0.04846153846153846,0.10638461538461538,3.2965384615384585,5.121692307692307,23.139307692307675,130,negemo,anger,anger
32,day,129,1.811472868217053,0.22573643410852712,0.199922480620155,2.15937984496124,3.730387596899225,22.94511627906978,129,negemo,anger,anger
33,right,129,1.8586046511627905,0.3947286821705427,0.1797674418604651,3.445038759689922,3.6748062015503855,36.623720930232565,129,negemo,anger,anger
34,never,127,2.819133858267716,0.4274015748031496,0.5130708661417323,2.7073228346456695,5.034803149606298,27.64590551181103,127,negemo,anger,anger
35,bad,123,2.18951219512195,0.47585365853658546,0.2138211382113821,3.443170731707316,7.1660162601626,16.50780487804877,123,negemo,anger,anger
36,back,121,2.6818181818181817,0.4427272727272728,0.34528925619834716,3.5431404958677675,4.181239669421487,38.344297520661165,121,negemo,anger,anger
37,way,119,2.06781512605042,0.4658823529411764,0.3457983193277311,2.7147899159663864,3.7882352941176456,33.57924369747898,119,negemo,anger,anger
38,life,115,2.721391304347825,0.30495652173913046,0.35965217391304355,2.7733913043478258,5.97182608695652,17.536869565217387,115,negemo,anger,anger
39,woman,111,2.746306306306305,0.33684684684684685,0.3245045045045045,2.7777477477477466,4.866306306306304,29.49549549549549,111,negemo,anger,anger
40,good,111,2.2383783783783775,0.3840540540540541,0.2856756756756757,7.3798198198198195,4.375765765765765,55.576936936936974,111,posemo,anger,posemo
41,e,108,2.9284259259259247,0.40796296296296297,0.3595370370370371,2.714166666666667,5.003425925925923,26.39685185185185,108,negemo,anger,anger
42,victim,108,3.8104629629629616,0.397962962962963,0.28787037037037033,2.3244444444444445,9.058981481481483,6.965833333333332,108,negemo,anger,anger
43,well,108,2.342592592592592,0.5449999999999999,0.44888888888888884,6.818888888888887,4.416203703703705,53.61083333333335,108,posemo,anger,posemo
44,give,104,2.1659615384615383,0.45576923076923076,0.35990384615384624,4.29326923076923,4.153173076923075,40.8260576923077,104,posemo,anger,posemo
45,really,104,2.290576923076922,0.6080769230769231,0.3821153846153846,3.499807692307693,4.5778846153846136,32.96028846153846,104,negemo,anger,anger
46,brazil,100,0.6258000000000001,0.11689999999999998,0.4255000000000001,1.4558000000000004,2.3246999999999995,26.0509,100,negemo,anger,anger
47,u,99,2.7678787878787876,0.6728282828282828,0.3885858585858586,2.5254545454545454,4.767171717171716,25.647777777777776,99,negemo,anger,anger
48,believe,99,1.7579797979797982,0.433030303030303,0.365959595959596,2.4265656565656557,4.035353535353535,27.64434343434343,99,negemo,anger,anger
49,flirting,97,0.8768041237113402,0.22979381443298968,0.3423711340206186,10.58556701030928,1.841546391752577,84.179793814433,97,posemo,anger,posemo
50,help,97,2.6571134020618556,0.3587628865979382,0.31412371134020617,2.822886597938143,4.575257731958765,26.307319587628864,97,negemo,anger,anger
51,old,94,3.284042553191488,0.2786170212765958,0.25170212765957445,1.9808510638297872,4.878191489361702,20.889999999999993,94,negemo,anger,anger
52,try,93,2.1113978494623655,0.3309677419354839,0.2429032258064516,3.4987096774193556,3.7929032258064512,35.64043010752688,93,negemo,anger,anger
53,wear,90,1.344,0.060000000000000005,0.029222222222222222,2.468777777777778,2.1703333333333332,36.68622222222221,90,posemo,anger,posemo
54,tell,89,2.2401123595505616,0.2826966292134831,0.43078651685393254,3.4901123595505616,4.058876404494381,36.76606741573034,89,negemo,anger,anger
55,since,89,1.8115730337078648,0.09764044943820226,0.1549438202247191,1.955842696629213,3.318764044943821,27.571348314606755,89,negemo,anger,anger
56,support,88,3.383636363636363,0.44409090909090915,0.35556818181818184,6.360454545454544,5.653295454545452,43.3609090909091,88,posemo,anger,posemo
57,year,87,2.807241379310345,0.13701149425287357,0.6279310344827588,1.6493103448275863,4.484137931034483,21.26666666666666,87,negemo,anger,anger
58,talk,85,2.1390588235294112,0.8036470588235295,0.2707058823529412,2.7325882352941164,4.902235294117648,29.43164705882352,85,negemo,anger,anger
59,much,85,3.1990588235294117,0.35882352941176465,0.4761176470588234,3.482117647058822,5.813058823529412,28.61376470588235,85,negemo,anger,anger
60,someone,83,2.9104819277108422,0.30939759036144576,0.5479518072289157,3.7165060240963843,5.093855421686748,35.670602409638555,83,negemo,anger,anger
61,let,82,3.0946341463414626,0.586341463414634,0.24231707317073173,2.9128048780487803,4.407682926829267,26.80487804878048,82,negemo,anger,anger
62,keep,81,2.385432098765431,0.37580246913580245,0.49074074074074076,3.8862962962962975,3.957407407407406,37.41469135802468,81,negemo,anger,anger
63,lie,77,4.212987012987012,0.4701298701298702,0.31493506493506496,2.5405194805194804,6.128701298701298,22.65246753246753,77,negemo,anger,anger
64,world,77,2.2296103896103885,0.3783116883116883,0.4054545454545455,2.109090909090909,4.338571428571428,23.579090909090905,77,negemo,anger,anger
65,feel,77,3.1205194805194796,0.77,0.5315584415584416,3.504935064935064,6.529480519480519,22.151688311688304,77,negemo,anger,anger
66,justice,76,4.5123684210526305,0.6047368421052631,0.1794736842105263,2.8000000000000007,7.286578947368419,14.118026315789473,76,negemo,anger,anger
67,every,76,2.563947368421051,0.6164473684210525,0.34039473684210525,2.3553947368421047,5.000263157894735,21.029473684210522,76,negemo,anger,anger
68,look,75,2.3338666666666663,0.3370666666666667,0.33160000000000006,3.306533333333333,4.260533333333334,35.42266666666666,75,negemo,anger,anger
69,case,71,3.3549295774647887,0.3597183098591549,0.2430985915492958,1.7290140845070423,5.265352112676056,15.27619718309859,71,negemo,anger,anger
70,end,71,2.872112676056338,0.20492957746478874,0.12577464788732393,2.694647887323943,3.86718309859155,28.82732394366197,71,negemo,anger,anger
71,nothing,71,1.8629577464788734,0.45859154929577467,0.4328169014084507,1.643661971830986,3.9274647887323946,20.00915492957746,71,negemo,anger,anger
72,love,70,1.6295714285714284,0.252,0.24200000000000002,9.955571428571425,2.8675714285714275,73.165,70,posemo,anger,posemo
73,thing,70,2.235142857142857,0.7317142857142857,0.388,3.2209999999999996,4.0247142857142855,31.488999999999987,70,negemo,anger,anger
74,lot,70,1.7678571428571428,0.09799999999999999,0.23314285714285715,1.8912857142857145,3.157857142857142,26.01942857142857,70,negemo,anger,anger
75,leave,69,2.81463768115942,0.5571014492753624,0.2723188405797101,2.654202898550724,4.775217391304348,26.187826086956516,69,negemo,anger,anger
76,violence,67,3.5334328358208946,0.22507462686567162,0.46746268656716417,2.5050746268656705,9.47761194029851,7.680149253731344,67,negemo,anger,anger
77,first,67,2.6153731343283577,0.5776119402985074,0.5280597014925373,2.636417910447761,4.896865671641791,24.74791044776119,67,negemo,anger,anger
78,call,67,3.271791044776118,0.2,0.5265671641791045,2.178059701492537,5.4359701492537305,23.381492537313424,67,negemo,anger,anger
79,police,67,4.020149253731341,0.3326865671641791,0.3895522388059702,2.040298507462686,6.651044776119402,10.921194029850744,67,negemo,anger,anger
80,power,67,2.5689552238805966,0.6350746268656716,0.23880597014925373,2.4785074626865673,4.749253731343282,19.974179104477603,67,negemo,anger,anger
81,film,67,2.7379104477611946,0.03388059701492537,0.13999999999999999,3.886268656716418,3.8162686567164172,37.31223880597013,67,posemo,anger,posemo
82,big,66,1.3887878787878785,0.31969696969696965,0.22757575757575757,2.8706060606060606,3.1813636363636366,33.92681818181818,66,negemo,anger,anger
83,yell,66,11.231212121212119,0.5625757575757575,0.0796969696969697,1.5666666666666664,12.738787878787877,6.952727272727273,66,negemo,anger,anger
84,child,66,4.178181818181815,0.15318181818181817,0.1146969696969697,1.5575757575757576,5.838787878787879,12.486060606060603,66,negemo,anger,anger
85,another,66,2.711969696969696,0.403939393939394,0.32590909090909087,2.014090909090909,4.690454545454545,24.515151515151512,66,negemo,anger,anger
86,new,66,2.243333333333333,0.33272727272727276,0.1634848484848485,1.9574242424242427,4.270303030303029,32.51666666666666,66,negemo,anger,anger
87,find,66,1.8113636363636363,0.2093939393939394,0.724090909090909,2.5296969696969698,3.6619696969696967,33.94484848484848,66,negemo,anger,anger
88,without,65,3.0103076923076917,0.4435384615384615,0.4098461538461538,2.2536923076923077,5.391692307692305,22.32907692307692,65,negemo,anger,anger
89,real,64,1.9696874999999996,0.47921875,0.38078125,2.56734375,5.14828125,22.868124999999996,64,negemo,anger,anger
90,yes,64,2.66109375,0.43734375000000003,0.21546875000000001,4.4546874999999995,4.223437499999999,44.57062500000001,64,posemo,anger,posemo
91,anything,63,2.9606349206349205,0.25079365079365074,0.15396825396825395,2.2542857142857144,4.2714285714285705,29.257619047619045,63,negemo,anger,anger
92,always,63,2.0396825396825387,0.3817460317460318,0.20809523809523808,2.9273015873015877,4.338571428571428,32.096825396825395,63,negemo,anger,anger
93,accuse,63,4.604444444444443,0.5920634920634922,0.3514285714285714,1.617301587301587,7.252698412698412,13.322857142857139,63,negemo,anger,anger
94,could,63,2.125714285714286,0.30396825396825394,0.23555555555555555,2.671269841269841,3.637460317460317,31.417619047619045,63,negemo,anger,anger
95,ever,62,2.5911290322580647,0.20903225806451614,0.4829032258064516,2.681935483870968,4.104193548387097,26.537741935483865,62,negemo,anger,anger
96,everyone,61,2.737049180327868,0.19377049180327868,0.4114754098360656,3.9509836065573776,4.099836065573769,35.808032786885235,61,negemo,anger,anger
97,yet,59,2.711186440677965,0.23322033898305083,0.16423728813559324,1.7518644067796607,4.289491525423726,24.721694915254236,59,negemo,anger,anger
98,around,59,3.4308474576271184,0.2420338983050847,0.26627118644067793,3.344915254237287,5.39864406779661,30.205254237288134,59,negemo,anger,anger
99,watch,59,2.444406779661017,0.35711864406779664,0.42779661016949144,3.298813559322034,4.699999999999999,37.637118644067804,59,negemo,anger,anger
100,care,59,2.8749152542372878,1.0450847457627117,0.49559322033898306,5.304576271186442,6.807627118644066,35.14576271186441,59,negemo,anger,anger
101,away,59,2.5032203389830503,0.3884745762711865,0.23474576271186443,2.6427118644067797,4.0857627118644055,28.098644067796613,59,negemo,anger,anger
102,wrong,57,2.1189473684210522,0.42543859649122806,0.2887719298245614,2.849824561403509,8.110350877192978,12.38578947368421,57,negemo,anger,anger
103,girl,57,3.51701754385965,0.5787719298245615,0.3749122807017544,3.465087719298246,5.562105263157893,31.449824561403513,57,negemo,anger,anger
104,guy,57,2.100175438596491,0.2907017543859649,0.4278947368421052,3.4208771929824553,3.6271929824561395,39.587017543859645,57,negemo,anger,anger
105,act,57,1.8196491228070175,0.11368421052631578,0.19701754385964912,1.4950877192982452,3.639122807017542,16.027192982456135,57,negemo,anger,anger
106,something,56,2.1274999999999995,0.43607142857142855,0.3478571428571428,3.4710714285714275,4.169464285714286,32.91607142857142,56,negemo,anger,anger
107,medium,56,1.686964285714286,0.23500000000000001,0.5369642857142856,3.1228571428571428,3.8471428571428565,35.675357142857145,56,negemo,anger,anger
108,enough,56,2.686428571428572,0.28625,0.07214285714285715,2.4839285714285713,4.193214285714286,33.81982142857143,56,negemo,anger,anger
109,assault,56,6.067321428571428,0.1426785714285714,0.38946428571428565,2.663928571428571,8.136249999999999,13.31517857142857,56,negemo,anger,anger
110,put,54,2.221111111111111,0.39370370370370367,0.37166666666666665,2.452407407407407,4.898703703703704,24.414074074074072,54,negemo,anger,anger
111,young,53,2.6301886792452827,0.25981132075471697,0.5556603773584905,2.935094339622642,4.76622641509434,30.409622641509436,53,negemo,anger,anger
112,speak,52,2.2296153846153848,0.2630769230769231,0.8724999999999998,4.008461538461538,4.279615384615384,38.09884615384615,52,negemo,anger,anger
113,abortion,52,3.5426923076923083,0.04096153846153846,0.04173076923076923,2.3594230769230764,4.732692307692307,17.388269230769225,52,negemo,anger,anger
114,stand,51,2.9009803921568627,0.4113725490196078,0.3552941176470588,2.750392156862745,4.664313725490197,30.675686274509804,51,negemo,anger,anger
115,show,51,1.8958823529411757,0.3476470588235294,0.17862745098039215,3.600784313725491,3.2123529411764715,41.994509803921574,51,posemo,anger,posemo
116,pain,51,4.738235294117645,0.7078431372549019,0.08607843137254903,3.860588235294115,13.584705882352942,3.2633333333333336,51,negemo,anger,anger
117,anyone,51,3.084117647058823,0.36470588235294116,0.7007843137254902,2.82,5.1343137254901965,30.171372549019605,51,negemo,anger,anger
118,face,50,3.6744,0.3838,0.41019999999999995,2.5747999999999998,7.3976,22.825800000000005,50,negemo,anger,anger
119,person,50,2.0178,0.41359999999999997,0.2922,3.0616,3.8720000000000003,31.862799999999996,50,negemo,anger,anger
120,please,50,5.4524,0.2778,0.6065999999999999,7.773799999999999,7.3515999999999995,38.826,50,posemo,anger,posemo
121,story,49,2.417142857142857,0.5989795918367347,0.3781632653061224,1.9085714285714288,4.72469387755102,14.700612244897956,49,negemo,anger,anger
122,money,49,3.2918367346938773,0.7777551020408164,0.3424489795918367,2.898367346938775,5.387959183673468,22.752857142857142,49,negemo,anger,anger
123,point,49,2.7259183673469387,0.29959183673469386,0.35714285714285715,3.9532653061224496,3.8338775510204086,44.68469387755101,49,posemo,anger,posemo
124,fact,48,2.0274999999999994,0.50375,0.2308333333333333,2.762291666666666,3.7520833333333328,28.064999999999994,48,negemo,anger,anger
125,crime,48,4.776249999999998,0.46749999999999997,0.4389583333333334,1.883333333333333,7.510833333333333,20.156041666666667,48,negemo,anger,anger
126,chemical,48,7.625208333333332,0.2883333333333333,0.13020833333333334,0.14770833333333333,9.483541666666664,1.6383333333333334,48,negemo,anger,anger
127,write,46,1.9015217391304347,0.23065217391304346,0.27347826086956517,3.603478260869565,3.1158695652173916,48.16239130434782,46,posemo,anger,posemo
128,long,45,2.4073333333333338,0.1688888888888889,0.262,2.5513333333333335,3.333777777777778,34.37799999999999,45,negemo,anger,anger
129,little,45,2.0395555555555553,0.043555555555555556,0.0,3.744444444444445,4.3726666666666665,37.659333333333336,45,negemo,anger,anger
130,court,45,3.897777777777778,0.43755555555555553,0.3613333333333334,2.4622222222222216,5.626444444444444,19.39222222222222,45,negemo,anger,anger
131,cause,45,4.97088888888889,0.9153333333333333,0.182,1.1644444444444446,8.131999999999998,14.628222222222222,45,negemo,anger,anger
132,oh,45,1.8548888888888888,0.1391111111111111,0.4157777777777778,4.603999999999999,3.737999999999998,39.62088888888888,45,posemo,anger,posemo
133,live,44,2.678181818181818,0.5793181818181818,0.3156818181818182,3.2784090909090904,5.142727272727272,25.531590909090905,44,negemo,anger,anger
134,today,44,2.664545454545455,0.6174999999999999,0.27022727272727276,3.0388636363636365,4.406136363636364,25.446818181818184,44,negemo,anger,anger
135,rapist,44,8.865909090909087,0.04931818181818182,0.24181818181818182,1.8618181818181816,11.227272727272728,3.9015909090909093,44,negemo,anger,anger
136,change,44,2.1115909090909093,0.2095454545454545,0.21795454545454546,2.0020454545454545,4.0834090909090905,24.8075,44,negemo,anger,anger
137,come,44,1.9831818181818186,0.7831818181818182,0.2052272727272727,2.475227272727272,3.7450000000000006,29.858409090909092,44,negemo,anger,anger
138,part,44,1.5677272727272729,0.2859090909090909,0.3243181818181818,1.9865909090909086,3.3075,28.55295454545454,44,negemo,anger,anger
139,truth,43,2.5004651162790696,0.34395348837209305,0.6193023255813953,7.191395348837208,4.050697674418603,63.01837209302325,43,posemo,anger,posemo
140,amber,43,2.6309302325581396,1.0155813953488373,0.15930232558139534,2.599767441860465,5.039534883720928,22.225348837209296,43,negemo,anger,anger
141,public,43,2.6988372093023254,0.43999999999999995,0.14581395348837212,2.9193023255813952,4.383488372093024,29.446511627906972,43,negemo,anger,anger
142,white,43,2.33,0.2902325581395349,0.5441860465116278,3.2179069767441857,4.442558139534883,33.740465116279076,43,negemo,anger,anger
143,ing,42,1.3109523809523809,0.2111904761904762,0.12,1.7078571428571425,2.525714285714286,23.113571428571426,42,negemo,anger,anger
144,protect,42,3.795952380952382,0.25547619047619047,0.05285714285714286,1.7142857142857142,6.6166666666666645,11.752857142857144,42,negemo,anger,anger
145,remember,42,1.5476190476190477,0.17285714285714285,0.3523809523809524,3.4207142857142854,2.834285714285714,36.702857142857134,42,posemo,anger,posemo
146,happen,42,1.9104761904761904,0.46499999999999997,0.32190476190476186,3.155714285714286,3.863571428571429,39.279285714285706,42,negemo,anger,anger
147,evidence,42,2.8995238095238096,0.5428571428571429,0.33880952380952384,2.1923809523809523,5.506666666666668,19.277142857142856,42,negemo,anger,anger
148,law,41,4.594878048780487,0.27731707317073173,0.30000000000000004,1.7839024390243898,6.4712195121951215,15.956585365853657,41,negemo,anger,anger
149,female,41,2.904146341463414,0.2897560975609756,0.3539024390243902,1.4153658536585365,4.80048780487805,18.04365853658536,41,negemo,anger,anger
150,murder,41,8.673902439024388,0.04878048780487805,0.6817073170731707,1.1643902439024392,11.432195121951217,2.7597560975609756,41,negemo,anger,anger
151,w,41,3.0680487804878047,0.2268292682926829,0.1029268292682927,2.2931707317073173,5.957073170731707,18.38243902439024,41,negemo,anger,anger
152,god,41,2.0824390243902435,0.13658536585365852,0.3121951219512195,6.999756097560976,5.9953658536585355,43.41341463414634,41,posemo,anger,posemo
153,lose,41,1.8219512195121947,4.948780487804877,0.22902439024390245,3.859999999999999,7.935609756097561,18.58292682926829,41,negemo,sad,sad
154,mean,41,1.4629268292682929,0.32365853658536586,0.3619512195121951,3.2946341463414632,3.205853658536586,42.0780487804878,41,posemo,anger,posemo
155,far,40,1.7852500000000002,0.4095,0.31575,2.5585,3.1950000000000003,35.20675,40,negemo,anger,anger
156,already,40,1.7455000000000003,0.5022499999999999,0.3125,2.89,3.4855000000000005,31.742499999999996,40,negemo,anger,anger
157,turn,40,2.3265000000000002,0.37049999999999994,0.31875,3.4957499999999997,4.39725,37.55925,40,negemo,anger,anger
158,maybe,40,2.0622499999999997,0.31849999999999995,0.36525,3.52275,4.149749999999999,38.108499999999985,40,negemo,anger,anger
159,name,39,2.3830769230769224,0.2041025641025641,0.04923076923076923,3.744871794871796,5.8910256410256405,29.30923076923077,39,negemo,anger,anger
160,trump,39,2.2317948717948717,0.7058974358974359,0.05333333333333334,3.2858974358974353,5.364871794871795,25.415897435897435,39,negemo,anger,anger
161,age,38,4.043157894736841,0.24631578947368418,0.235,3.712631578947368,6.218157894736841,11.871578947368425,38,negemo,anger,anger
162,whole,38,2.101578947368421,0.6407894736842105,0.34289473684210525,2.5842105263157897,4.353684210526316,30.6278947368421,38,negemo,anger,anger
163,question,38,2.5107894736842105,0.1405263157894737,0.11447368421052631,2.0528947368421053,3.3497368421052625,26.813684210526304,38,negemo,anger,anger
164,post,37,2.726216216216217,0.13189189189189188,0.27567567567567564,1.4386486486486487,4.71108108108108,19.851621621621614,37,negemo,anger,anger
165,incest,37,2.668378378378378,0.0,0.0,2.278648648648648,5.076756756756756,17.51378378378378,37,negemo,anger,anger
166,force,37,3.2581081081081082,0.6237837837837839,0.05297297297297297,1.5654054054054056,5.378648648648649,14.573783783783785,37,negemo,anger,anger
167,social,37,1.0113513513513512,0.385945945945946,0.485945945945946,2.0908108108108103,2.130810810810811,33.8481081081081,37,negemo,anger,anger
168,brain,37,1.6764864864864868,0.10702702702702703,1.178918918918919,1.8154054054054054,3.628648648648649,19.21486486486486,37,negemo,anger,anger
169,twitter,37,2.0283783783783784,0.26189189189189194,0.12702702702702703,2.372702702702703,3.598378378378378,31.0081081081081,37,negemo,anger,anger
170,best,37,1.4202702702702705,0.41864864864864865,0.36162162162162165,7.52351351351351,3.2881081081081076,56.914054054054056,37,posemo,anger,posemo
171,understand,36,2.686666666666666,1.0061111111111112,0.9311111111111112,1.6997222222222221,6.147222222222222,16.036944444444444,36,negemo,anger,anger
172,last,36,3.0805555555555557,0.12083333333333332,0.2027777777777778,2.766944444444445,4.1130555555555555,32.92527777777777,36,negemo,anger,anger
173,send,36,5.007777777777777,0.0,1.005,2.917222222222222,6.8774999999999995,28.58944444444444,36,negemo,anger,anger
174,spoil,36,3.8402777777777795,0.34555555555555556,0.0,4.3227777777777785,5.74111111111111,21.395555555555557,36,negemo,anger,anger
175,guess,36,1.357777777777778,0.22861111111111113,0.15777777777777777,2.4491666666666667,2.4944444444444445,34.69277777777777,36,negemo,anger,anger
176,must,36,3.449444444444444,0.35750000000000004,0.19277777777777777,1.9275,5.768055555555555,19.16472222222222,36,negemo,anger,anger
177,ask,36,2.0141666666666667,0.0,0.10222222222222221,2.662777777777777,3.2777777777777772,34.63083333333333,36,negemo,anger,anger
178,hope,36,1.9169444444444446,0.4691666666666667,0.14833333333333332,8.85611111111111,3.2091666666666665,69.78444444444445,36,posemo,anger,posemo
179,fight,35,5.45,0.24514285714285713,0.124,3.3305714285714285,6.422285714285713,15.982571428571427,35,negemo,anger,anger
180,romance,35,3.664571428571429,0.06085714285714285,0.0,4.5122857142857145,5.25342857142857,24.08514285714286,35,negemo,anger,anger
181,normal,35,3.205428571428572,0.06971428571428571,0.318,4.048857142857143,5.6354285714285695,16.986571428571434,35,negemo,anger,anger
182,reason,35,3.092285714285714,0.6428571428571429,0.19714285714285715,2.3377142857142856,4.911714285714286,26.445428571428568,35,negemo,anger,anger
183,actually,35,2.3702857142857146,0.19228571428571428,0.4422857142857142,3.4202857142857144,4.209714285714286,35.39971428571429,35,negemo,anger,anger
184,sure,35,2.3428571428571425,0.32342857142857145,0.3862857142857143,7.854571428571428,4.225999999999999,52.811428571428564,35,posemo,anger,posemo
185,wait,35,1.8054285714285714,0.6157142857142858,0.4325714285714286,3.208,3.4634285714285724,35.88428571428571,35,negemo,anger,anger
186,start,35,1.2434285714285715,0.4408571428571429,0.19914285714285715,3.966,2.228571428571428,53.651428571428575,35,posemo,anger,posemo
187,tweet,35,1.3125714285714285,0.4105714285714286,0.11,2.265142857142857,3.0594285714285716,24.34971428571428,35,negemo,anger,anger
188,control,34,2.5341176470588236,1.1814705882352943,0.8352941176470589,3.372941176470588,5.18235294117647,22.880588235294116,34,negemo,anger,anger
189,state,34,2.903823529411764,0.5879411764705882,0.4235294117647058,2.6141176470588228,5.502647058823528,15.84235294117647,34,negemo,anger,anger
190,war,34,10.541176470588233,0.08911764705882352,1.6323529411764708,2.753823529411765,13.43441176470588,5.215588235294116,34,negemo,anger,anger
191,read,34,1.8691176470588236,0.2391176470588235,0.0,4.090882352941176,3.3720588235294118,41.370882352941166,34,posemo,anger,posemo
192,news,33,2.827878787878787,0.9193939393939394,0.5224242424242423,2.8772727272727274,5.1481818181818175,26.190606060606058,33,negemo,anger,anger
193,family,33,2.593333333333333,0.9763636363636363,0.5460606060606061,1.7230303030303031,5.6036363636363635,24.297878787878783,33,negemo,anger,anger
194,important,33,1.8848484848484848,0.1318181818181818,0.0,4.0645454545454545,3.469393939393939,44.775151515151514,33,posemo,anger,posemo
195,hard,33,2.6636363636363636,0.496060606060606,0.2733333333333333,2.8599999999999994,5.466060606060607,25.11696969696969,33,negemo,anger,anger
196,sexually,33,4.47090909090909,0.22909090909090907,0.3927272727272727,1.8727272727272726,5.83181818181818,11.184848484848484,33,negemo,anger,anger
197,sorry,33,1.7572727272727273,5.793030303030303,0.9366666666666666,3.5490909090909093,9.54242424242424,13.030606060606061,33,negemo,sad,sad
198,head,33,3.1724242424242424,0.49696969696969695,0.4490909090909091,3.485454545454545,5.029393939393938,25.016969696969696,33,negemo,anger,anger
199,clearly,33,3.4033333333333338,0.13757575757575757,0.3727272727272727,4.005454545454547,5.6181818181818155,14.677575757575767,33,negemo,anger,anger
200,great,33,1.9651515151515153,0.1987878787878788,0.39666666666666667,7.125151515151517,3.275757575757576,67.39,33,posemo,anger,posemo
201,industry,33,1.8436363636363642,0.21636363636363634,0.2018181818181818,3.5215151515151506,2.3963636363636365,52.870909090909095,33,posemo,anger,posemo
