,Word,count,anger,sad,anx,posemo,negemo,tone,total_counts,emotion,negative_emotion,main_emotion
1036,script,1,5.88,0.0,0.0,5.88,5.88,25.77,1,posemo,anger,posemo
1037,united,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1038,moron,1,4.55,0.0,0.0,0.0,4.55,1.0,1,negemo,anger,anger
1039,canvas,1,4.0,0.0,0.0,0.0,4.0,1.0,1,negemo,anger,anger
1040,placebo,1,6.67,0.0,0.0,6.67,6.67,25.77,1,posemo,anger,posemo
1041,independence,1,11.11,0.0,0.0,0.0,22.22,1.0,1,negemo,anger,anger
1042,anal,1,5.88,0.0,0.0,11.76,5.88,98.87,1,posemo,anger,posemo
1043,opinion,1,6.67,0.0,0.0,0.0,6.67,1.0,1,negemo,anger,anger
1044,casually,1,0.0,3.85,0.0,3.85,7.69,1.0,1,negemo,sad,sad
1045,graphic,1,18.18,0.0,0.0,0.0,36.36,1.0,1,negemo,anger,anger
1046,proof,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1047,prayer,1,6.67,0.0,0.0,6.67,6.67,25.77,1,posemo,anger,posemo
1048,bullet,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1049,torn,1,5.56,0.0,0.0,0.0,5.56,1.0,1,negemo,anger,anger
1050,label,1,4.35,0.0,0.0,0.0,8.7,1.0,1,negemo,anger,anger
1051,recently,1,0.0,0.0,0.0,0.0,0.0,25.77,1,posemo,anger,posemo
1052,viol,1,8.7,0.0,0.0,0.0,8.7,1.0,1,negemo,anger,anger
1053,automatically,1,7.41,3.7,0.0,0.0,11.11,1.0,1,negemo,anger,anger
1054,inspiration,1,0.0,0.0,0.0,5.26,0.0,97.58,1,posemo,anger,posemo
1055,data,1,11.11,0.0,0.0,0.0,11.11,1.0,1,negemo,anger,anger
1056,inability,1,0.0,0.0,0.0,0.0,0.0,25.77,1,posemo,anger,posemo
1057,verdict,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1058,entire,1,5.56,0.0,0.0,0.0,5.56,1.0,1,negemo,anger,anger
1059,instruct,1,4.17,4.17,0.0,0.0,8.33,1.0,1,negemo,anger,anger
1060,na,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1061,flag,1,9.09,0.0,0.0,0.0,9.09,1.0,1,negemo,anger,anger
1062,rail,1,9.09,0.0,0.0,0.0,9.09,1.0,1,negemo,anger,anger
1063,hi,1,0.0,0.0,0.0,4.17,0.0,92.4,1,posemo,anger,posemo
1064,hopeless,1,4.17,4.17,0.0,0.0,8.33,1.0,1,negemo,anger,anger
1065,span,1,4.17,4.17,0.0,0.0,8.33,1.0,1,negemo,anger,anger
1066,simplify,1,4.17,4.17,0.0,0.0,8.33,1.0,1,negemo,anger,anger
1067,intense,1,9.09,0.0,0.0,0.0,27.27,1.0,1,negemo,anger,anger
1068,excitement,1,0.0,0.0,0.0,8.7,0.0,99.0,1,posemo,anger,posemo
1069,ego,1,9.52,0.0,0.0,0.0,9.52,1.0,1,negemo,anger,anger
1070,register,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1071,raya,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1072,allegedly,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1073,dowry,1,5.56,0.0,0.0,0.0,5.56,1.0,1,negemo,anger,anger
1074,filing,1,5.56,0.0,0.0,0.0,5.56,1.0,1,negemo,anger,anger
1075,drunk,1,7.41,0.0,0.0,0.0,14.81,1.0,1,negemo,anger,anger
1076,add,1,0.0,0.0,0.0,8.7,0.0,99.0,1,posemo,anger,posemo
1077,fade,1,0.0,0.0,0.0,8.7,0.0,99.0,1,posemo,anger,posemo
1078,disturb,1,10.0,0.0,10.0,0.0,20.0,1.0,1,negemo,anger,anger
1079,limitation,1,23.81,0.0,0.0,0.0,23.81,1.0,1,negemo,anger,anger
1080,terror,1,0.0,0.0,4.55,4.55,13.64,1.0,1,negemo,anx,anx
1081,wing,1,0.0,0.0,4.55,4.55,13.64,1.0,1,negemo,anx,anx
1082,concern,1,0.0,0.0,4.55,4.55,13.64,1.0,1,negemo,anx,anx
1083,synonym,1,10.53,5.26,0.0,0.0,15.79,1.0,1,negemo,anger,anger
1084,race,1,4.55,4.55,0.0,13.64,13.64,25.77,1,posemo,anger,posemo
1085,unless,1,10.53,5.26,0.0,0.0,15.79,1.0,1,negemo,anger,anger
1086,foreign,1,10.53,5.26,0.0,0.0,15.79,1.0,1,negemo,anger,anger
1087,statue,1,23.81,0.0,0.0,0.0,23.81,1.0,1,negemo,anger,anger
1088,mid,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1089,sale,1,7.69,0.0,3.85,0.0,7.69,1.0,1,negemo,anger,anger
1090,garage,1,7.69,0.0,3.85,0.0,7.69,1.0,1,negemo,anger,anger
1091,personal,1,7.69,0.0,3.85,0.0,7.69,1.0,1,negemo,anger,anger
1092,reservation,1,20.0,0.0,0.0,0.0,20.0,1.0,1,negemo,anger,anger
1093,coke,1,9.09,0.0,0.0,4.55,9.09,1.0,1,negemo,anger,anger
1094,patron,1,9.09,0.0,0.0,4.55,9.09,1.0,1,negemo,anger,anger
1095,el,1,9.09,0.0,0.0,4.55,9.09,1.0,1,negemo,anger,anger
1096,wardrobe,1,7.41,0.0,0.0,0.0,14.81,1.0,1,negemo,anger,anger
1097,toll,1,11.11,11.11,0.0,0.0,22.22,1.0,1,negemo,anger,anger
1098,taste,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1099,worth,1,8.0,0.0,0.0,0.0,20.0,1.0,1,negemo,anger,anger
1100,holla,1,0.0,0.0,0.0,7.69,0.0,99.0,1,posemo,anger,posemo
1101,grave,1,4.76,4.76,0.0,0.0,9.52,1.0,1,negemo,anger,anger
1102,unmarked,1,4.76,4.76,0.0,0.0,9.52,1.0,1,negemo,anger,anger
1103,bury,1,4.76,4.76,0.0,0.0,9.52,1.0,1,negemo,anger,anger
1104,brainwash,1,11.76,0.0,0.0,5.88,17.65,1.0,1,negemo,anger,anger
1105,shocking,1,11.76,0.0,0.0,5.88,17.65,1.0,1,negemo,anger,anger
1106,familiar,1,0.0,0.0,0.0,0.0,0.0,25.77,1,posemo,anger,posemo
1107,singing,1,14.29,0.0,0.0,0.0,14.29,1.0,1,negemo,anger,anger
1108,defeat,1,75.0,0.0,0.0,0.0,100.0,1.0,1,negemo,anger,anger
1109,suppose,1,0.0,9.09,0.0,0.0,9.09,1.0,1,negemo,sad,sad
1110,blindly,1,0.0,9.09,0.0,0.0,9.09,1.0,1,negemo,sad,sad
1111,cow,1,0.0,8.33,0.0,0.0,8.33,1.0,1,negemo,sad,sad
1112,peon,1,5.0,5.0,0.0,0.0,20.0,1.0,1,negemo,anger,anger
1113,barber,1,0.0,0.0,0.0,11.76,0.0,99.0,1,posemo,anger,posemo
1114,verbal,1,15.38,0.0,0.0,0.0,23.08,1.0,1,negemo,anger,anger
1115,toilet,1,5.0,5.0,0.0,0.0,20.0,1.0,1,negemo,anger,anger
1116,workshop,1,0.0,0.0,0.0,7.69,0.0,99.0,1,posemo,anger,posemo
1117,lonely,1,0.0,8.33,0.0,0.0,8.33,1.0,1,negemo,sad,sad
1118,disproportionately,1,5.26,0.0,0.0,0.0,10.53,1.0,1,negemo,anger,anger
1119,cost,1,5.26,0.0,0.0,0.0,10.53,1.0,1,negemo,anger,anger
1120,nightmare,1,4.0,0.0,0.0,4.0,8.0,1.0,1,negemo,anger,anger
1121,dream,1,4.0,0.0,0.0,4.0,8.0,1.0,1,negemo,anger,anger
1122,share,1,4.0,0.0,0.0,4.0,8.0,1.0,1,negemo,anger,anger
1123,looney,1,9.09,0.0,0.0,4.55,9.09,1.0,1,negemo,anger,anger
1124,spank,1,4.0,0.0,0.0,12.0,4.0,99.0,1,posemo,anger,posemo
1125,intervention,1,0.0,0.0,0.0,0.0,0.0,25.77,1,posemo,anger,posemo
1126,video,1,0.0,0.0,0.0,0.0,0.0,25.77,1,posemo,anger,posemo
1127,exclusive,1,5.88,0.0,0.0,5.88,5.88,25.77,1,posemo,anger,posemo
1128,mutually,1,5.88,0.0,0.0,5.88,5.88,25.77,1,posemo,anger,posemo
1129,worried,1,4.76,0.0,4.76,4.76,9.52,1.0,1,negemo,anger,anger
1130,probation,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1131,ha,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1132,cos,1,0.0,0.0,4.35,8.7,4.35,93.61,1,posemo,anx,posemo
1133,minister,1,5.0,0.0,0.0,0.0,5.0,1.0,1,negemo,anger,anger
1134,respective,1,5.0,0.0,0.0,0.0,5.0,1.0,1,negemo,anger,anger
1135,sink,1,0.0,0.0,4.55,4.55,13.64,1.0,1,negemo,anx,anx
1136,broadcast,1,0.0,5.88,0.0,0.0,5.88,1.0,1,negemo,sad,sad
1137,awesome,1,0.0,0.0,0.0,11.11,0.0,99.0,1,posemo,anger,posemo
1138,interview,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1139,felony,1,26.09,0.0,0.0,0.0,34.78,1.0,1,negemo,anger,anger
1140,peace,1,5.26,5.26,0.0,5.26,10.53,1.0,1,negemo,anger,anger
1141,inquisition,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1142,peaceful,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1143,role,1,5.26,0.0,0.0,5.26,5.26,25.77,1,posemo,anger,posemo
1144,sum,1,10.0,0.0,0.0,0.0,10.0,1.0,1,negemo,anger,anger
1145,gutless,1,17.65,5.88,0.0,0.0,23.53,1.0,1,negemo,anger,anger
1146,tune,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1147,thug,1,4.55,0.0,0.0,0.0,4.55,1.0,1,negemo,anger,anger
1148,candid,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1149,heartlessness,1,17.65,5.88,0.0,0.0,23.53,1.0,1,negemo,anger,anger
1150,brainlessness,1,17.65,5.88,0.0,0.0,23.53,1.0,1,negemo,anger,anger
1151,knee,1,9.09,0.0,0.0,9.09,9.09,25.77,1,posemo,anger,posemo
1152,censorship,1,26.67,0.0,0.0,0.0,33.33,1.0,1,negemo,anger,anger
1153,active,1,18.18,0.0,0.0,4.55,18.18,1.0,1,negemo,anger,anger
1154,disease,1,29.41,0.0,0.0,11.76,47.06,1.0,1,negemo,anger,anger
1155,destructive,1,26.09,0.0,0.0,0.0,34.78,1.0,1,negemo,anger,anger
1156,babe,1,0.0,0.0,0.0,3.7,0.0,88.52,1,posemo,anger,posemo
1157,wink,1,0.0,0.0,0.0,3.7,0.0,88.52,1,posemo,anger,posemo
1158,rear,1,0.0,0.0,0.0,3.7,0.0,88.52,1,posemo,anger,posemo
1159,taxpayer,1,5.56,0.0,0.0,0.0,5.56,1.0,1,negemo,anger,anger
1160,chilling,1,10.0,0.0,10.0,0.0,20.0,1.0,1,negemo,anger,anger
1161,beautiful,1,5.0,0.0,0.0,5.0,5.0,25.77,1,posemo,anger,posemo
1162,mercy,1,5.56,0.0,0.0,0.0,11.11,1.0,1,negemo,anger,anger
1163,ransom,1,5.56,0.0,0.0,0.0,11.11,1.0,1,negemo,anger,anger
1164,population,1,5.56,0.0,0.0,0.0,11.11,1.0,1,negemo,anger,anger
1165,sa,1,5.56,0.0,0.0,0.0,11.11,1.0,1,negemo,anger,anger
1166,pierce,1,4.17,0.0,0.0,0.0,8.33,1.0,1,negemo,anger,anger
1167,wipe,1,14.29,0.0,4.76,0.0,14.29,1.0,1,negemo,anger,anger
1168,didnt,1,14.29,0.0,4.76,0.0,14.29,1.0,1,negemo,anger,anger
1169,shah,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1170,mindfulness,1,5.88,0.0,0.0,5.88,11.76,1.0,1,negemo,anger,anger
1171,determine,1,5.88,0.0,0.0,5.88,11.76,1.0,1,negemo,anger,anger
1172,cerci,1,6.25,0.0,0.0,0.0,6.25,1.0,1,negemo,anger,anger
1173,mirror,1,0.0,0.0,0.0,3.7,0.0,88.52,1,posemo,anger,posemo
1174,sun,1,5.88,0.0,0.0,0.0,5.88,1.0,1,negemo,anger,anger
1175,sincere,1,4.76,0.0,0.0,4.76,9.52,1.0,1,negemo,anger,anger
1176,unintended,1,0.0,0.0,0.0,11.11,0.0,99.0,1,posemo,anger,posemo
1177,triple,1,0.0,0.0,0.0,8.0,0.0,99.0,1,posemo,anger,posemo
1178,pillage,1,4.76,0.0,0.0,0.0,4.76,1.0,1,negemo,anger,anger
1179,unqualified,1,4.76,0.0,0.0,0.0,4.76,1.0,1,negemo,anger,anger
1180,intentionally,1,4.76,0.0,0.0,0.0,4.76,1.0,1,negemo,anger,anger
1181,blanca,1,0.0,0.0,0.0,20.0,0.0,99.0,1,posemo,anger,posemo
1182,smiling,1,0.0,0.0,0.0,8.0,0.0,99.0,1,posemo,anger,posemo
1183,charisma,1,0.0,0.0,0.0,7.14,0.0,99.0,1,posemo,anger,posemo
1184,driven,1,0.0,0.0,0.0,8.0,0.0,99.0,1,posemo,anger,posemo
1185,got,1,0.0,0.0,0.0,8.0,0.0,99.0,1,posemo,anger,posemo
1186,direct,1,6.25,0.0,0.0,0.0,12.5,1.0,1,negemo,anger,anger
1187,facing,1,5.56,0.0,0.0,0.0,22.22,1.0,1,negemo,anger,anger
1188,team,1,0.0,0.0,0.0,8.33,0.0,99.0,1,posemo,anger,posemo
1189,mechanic,1,0.0,0.0,0.0,19.05,0.0,99.0,1,posemo,anger,posemo
1190,satisfy,1,6.25,0.0,0.0,6.25,6.25,25.77,1,posemo,anger,posemo
1191,beforehand,1,0.0,0.0,0.0,7.14,0.0,99.0,1,posemo,anger,posemo
1192,choose,1,4.17,0.0,4.17,4.17,8.33,1.0,1,negemo,anger,anger
1193,risky,1,4.17,0.0,4.17,4.17,8.33,1.0,1,negemo,anger,anger
1194,plunder,1,4.76,0.0,0.0,0.0,4.76,1.0,1,negemo,anger,anger
